purchases;credit_limit
4574.79;9500
0.01;3000
355.16;2500
5132.08;10000
712.87;4500
972.09;10500
673.15;12000
2238;6500
3111.44;6000
0;7500
3150;2500
57;1200
560.98;10100
1138.85;4500
4029.24;12500
0;6500
465.36;12000
0;1500
4911.41;6000
180;1000
1348.08;12000
4767.11;6000
0;9500
0;1200
143.12;1200
266.71;2000
0;6000
0;11500
717.92;13000
652.13;6000
72.84;3000
0;3000
0;8500
852.26;18500
0;1800
2310.21;3000
888.85;3500
0;2100
1827.62;1200
796.11;6000
2461.9;5000
2055.13;7500
1122.17;6000
0;1800
0;4500
0;3000
0;6500
0;1500
568.3;3000
94.7;1200
875.05;2600
2252.77;10000
477.5;3000
1060.99;1300
739.98;9500
3866.29;7500
83;2500
0;7500
3157.86;7000
60;2300
84;1000
279;1400
1664.95;4000
344.86;8500
1849.26;7000
0;3000
1674.11;11500
2569.94;5000
153.11;9000
6814.47;13000
843.03;2200
78.47;8500
4019.28;4500
542.96;2500
0;3000
0;6500
435.08;7500
197;1000
2514.74;5500
714.68;5000
802.1;13000
0;4500
0;3000
2635.9;4500
1699.87;1800
431.93;19600
780;3200
839.14;6000
1850.23;14000
50;3500
1967.86;11500
1313.26;11500
0;1800
0;5000
504;2500
493.5;4000
133.16;16000
0;1600
1907.2;9500
0;1200
0;5000
552.09;12000
284.13;4000
2402.64;8500
174.12;4000
548;5000
0;2100
250;3000
883.94;6000
1650.52;2500
0;3000
1015.91;10500
237.99;4500
1261.99;3000
2405.97;10000
0;6000
0;3500
0;2500
0;3000
160;3000
1;7000
542.94;4000
0;13000
958.73;1500
59.4;10000
273.8;5500
0;4000
282.62;6000
73.8;2000
2289.92;10500
3591.81;10450
3387.47;8500
793.1;10000
254.37;4000
2338.83;7500
324.6;3000
90;11150
0;1500
2217.94;10500
22.68;11500
8.4;7500
0;6500
1109.91;9500
2555.91;5000
2289.42;9500
565;2200
2061.55;8500
0;4000
184.68;2900
55.55;6000
0;1800
2746.84;2500
1219.39;2000
0;1500
318.79;6000
0;600
872.94;10000
388.54;12000
1798.66;9000
279.56;3000
0;2000
2417.91;8000
826.77;1500
0;1000
916.46;10500
251.38;7500
0;12000
1196.35;5500
1443.33;6000
400;4000
899.58;2500
1224.99;7500
0;1800
112.57;1800
0;2000
1245.33;7000
140.2;6500
3618.19;15000
270.97;10000
792.14;1500
453.91;6000
654;2400
540;4000
1910.13;13000
687.97;7500
5835.57;9000
1060;2100
11507.4;10500
290;6000
80;15000
45.65;1000
6842.23;3500
211.22;3500
470.54;10000
1450;1500
170.07;6000
105.78;3500
330.89;6000
897.42;7000
0;1500
316.78;4500
426.83;6000
4340.42;11500
1672.35;5500
448.07;3000
219.37;6000
724.83;1500
29.6;6000
144.49;1500
252;1800
788.14;9000
1141.24;1200
2702.57;3000
1286.34;2100
2469.28;8000
161.5;3000
96.2;9000
2329.12;5500
0;1500
1083.12;4000
1155.4;2000
45.65;1200
4399.07;11150
67.44;4000
181.63;1800
0;1500
0;1200
1593.29;7000
0;7000
398.64;1500
0;1500
0;6000
0;7500
176.03;7000
312.1;2000
1562.43;13000
1721.66;10000
8665.38;9500
1036.68;1700
0;3000
1439.49;6000
190.45;8500
1151.91;1000
724.52;4000
715.51;3500
0;1000
0;1200
158.34;6000
173.48;3000
0;6000
117.32;1500
1049;5000
23.91;15500
1132.36;2500
82;4200
0;18000
664.61;7500
2251.62;9500
2514.3;5000
179;4000
3108.01;10500
93.31;3500
2877.09;3500
2331.68;17500
11.41;10000
3873.5;8500
538.51;12000
775;8500
398.08;8000
0;6000
0;10000
1763.89;6500
405.61;2200
818.64;1000
0;5000
983.24;14000
611.71;1200
627.23;2500
0;9500
0;1200
878.29;8500
1787.83;4000
299.9;4200
875.38;6500
380;1200
2354.06;4000
2530.12;2500
1168.75;16500
2066.08;7500
9113.78;12000
824.77;1800
0;2400
0;17000
462.7;1800
462.99;13500
1624.05;8500
0;4000
233.9;10500
504.2;1000
7184.73;11500
324.96;5500
0;2000
946;6500
0;1500
0;7000
1176.93;7500
225.6;4000
847.88;5000
1893.89;9500
1878.54;3500
2542.61;7500
0;10000
366.68;3000
123.24;14500
803.22;1000
0;7000
177;1950
4201.13;5500
1126.68;7000
0;3000
263.04;2300
2610.3;8500
0;2400
0;4000
5446.88;9500
140.6;5500
9134.26;10500
3044.6;3000
153.18;2500
1175.35;14000
522;1000
1160.66;1500
3042.08;8500
765;2000
1595.93;6000
313.89;6000
890;3000
2226.06;8500
110;1200
0;9000
62.7;3000
587.34;11500
4666.51;7500
453.24;2000
694.91;7500
868;4000
2358.28;2500
1639.97;7000
775.42;14000
0;3000
0;2750
858.5;7000
0;6000
600;4700
300.68;5000
0;6000
55.69;1200
4468.71;4000
1000;14000
816;11500
521.31;3000
469;1000
476.16;2000
561.25;8000
346.3;1800
0;8000
812.97;6000
1082.98;18500
1137.62;6200
2326.52;3500
1070.73;10000
1398.21;7000
1470.24;7000
0;8500
0;9000
0;2900
29.5;3000
0;1200
262.71;4000
4115.98;5000
0;15000
118.16;2500
853.3;2000
2267.38;4500
104.95;1500
470.69;18000
932.03;5500
307.12;8500
0;1500
57;12500
2601.6;1800
0;7000
440;3000
716.76;7000
4236.36;18500
935.71;6000
473.51;7500
885.44;1000
493.34;9500
2155.13;7500
888.98;6000
2513.46;9000
1475.23;4000
3441.3;11500
2308;3000
182.08;1500
1377.31;16000
255.75;3500
255.7;6500
1071.8;2500
1063.69;7000
1347.7;15500
75.5;5000
0;11500
0;7000
0;9000
0;7500
291.62;1500
1325.21;3000
229;150
0;5500
585.68;4500
0;2000
1627;1200
2310.61;18000
1780.79;17000
5176.62;8500
265.97;1000
1026.26;11000
2692.65;1500
0;1200
0;1200
3729.7;8000
0;1500
561.38;1500
609;2500
1074;5500
190.54;1200
420.88;4500
30;1500
0;3000
3629.8;7500
1080;8500
0;1200
1672.99;1600
0;2500
248.31;9500
701.25;3500
4378.8;10000
10243.48;7500
481.75;1200
993.5;6500
200;3500
3161.02;7000
1197.12;9000
1759.46;7000
294;5000
0;7000
0;3000
86.69;5500
952.16;7000
92.02;1600
796.9;1950
1319.19;1200
0;1800
585.87;10000
0;3500
0;1950
0;2500
133.86;9500
1451.5;1200
528.08;2000
0;7000
0;2500
407.81;5000
815.34;2500
4391.87;16500
2445.24;3400
0;2500
351.54;3000
0;11500
141.8;10000
0;8500
0;1350
1218.24;5000
1319.26;3500
2984.34;14500
614.01;7500
0;1800
0;1200
0;2000
0;1400
569.02;3200
2729;16500
2753.35;9000
87.3;8000
0;7500
1184.98;7000
0;1200
3342.9;2500
1225.79;5100
0;1200
139.67;6000
66.72;1000
577.98;6000
0;8500
803.95;1000
340.57;6000
451.01;7500
617.3;2500
360;3000
0;1400
1955.98;2500
350.31;4500
291.7;2500
382.5;1950
176.65;2500
2203.68;6000
14.28;10500
3419.92;12000
921.94;5000
0;3000
437.6;14500
0;1500
0;5000
141;4350
889.66;2500
375.23;6000
169.19;3200
0;1000
223.34;500
0;8500
0;7500
45.65;1500
231.4;13500
602.07;1800
265.22;3000
664.05;7500
447.5;8000
2128.56;7200
912.1;1200
383.2;11000
910.51;7000
789.45;2500
758.5;3000
0;1200
644.99;4000
60;4000
1068.28;1000
420;7500
462.86;3000
164.9;2000
0;2000
1666.95;2500
0;1500
1556.66;11000
1090.69;1800
170;9000
635.76;10000
141.81;8000
220.62;2000
2826.99;3000
784.63;9000
0;1500
61.46;4000
1450;9000
1977.5;3500
1895.25;9000
1039.48;9000
1856.84;7500
20.9;1500
671.31;12000
358.68;7500
474.96;1000
0;2300
582.28;6500
0;10500
0;1950
0;6500
152.73;1200
520.24;1200
270;8500
1229.42;7000
0;8500
485.17;3000
192.99;6000
0;14000
0;1200
2453.18;7500
50;1000
3005.25;3000
151.92;3500
227.64;2500
0;3000
472.5;7.227.272.727
160;13550
1330;8000
4820.68;9200
901.62;14500
0;9000
185;6100
221.48;13500
0;3000
262;7000
449.26;9000
283.8;2000
531.48;7000
209.9;7000
0;10000
164.68;2500
450;4500
600;5000
540.13;6500
2802.08;6500
3589.05;6000
548.01;1900
0;4000
0;1800
1260;6000
0;6000
0;1600
0;3000
1975.72;13500
1754.19;9500
2266.01;4000
107;6000
168;1500
453.3;7000
377.79;1500
166.2;5500
188.02;7500
142;1200
0;6500
1429.39;2800
0;3000
6636.91;8000
0;3000
154.86;2500
2364.85;5000
0;6000
425.67;6500
985.2;6000
175.8;2500
2938.32;7500
1704.95;8000
290;2700
0;1200
869.38;7000
0;1500
3034.74;6500
1462.6;3500
127;4500
320;10000
0;6500
9030.08;6000
640.03;7100
0;3000
512.35;2000
1971.9;1800
794.53;2000
1401.4;1500
360.1;1500
0;1200
2029.03;15000
0;10000
0;1950
985.33;5500
0;7500
12.64;10000
2099.89;3000
555.71;1800
3643.93;7500
462;8000
198.27;8000
800.11;4000
238.9;1000
6003.86;2500
1462.73;6000
1303.78;10000
0;5000
377.07;1500
369.52;7500
0;12500
3429.49;10500
703.23;4500
3056.73;10000
3056.06;8500
3790.29;9500
0;2000
974.42;1500
107.41;2500
2366.36;4000
129;12000
828;1000
790.65;4000
0;1500
298.51;1700
0;3000
90;2500
530.5;1600
598.5;2000
133.4;1500
1424.4;5000
786;5000
1794.82;7000
0;6500
37.03;14000
1210.95;8000
1086.17;3000
4381.33;11500
2003.98;1200
90;1800
1554.86;4000
462.78;2000
349.45;2750
214.38;1500
600;1500
1006.01;5000
0;6500
1697.02;5500
0;3000
93.34;1500
2339.79;6500
0;1200
0;7000
448.15;9000
2610.29;3600
1157.94;7000
250;1800
4769.98;4500
120;1000
824.1;6500
2869.17;5500
155.32;4500
1110.17;4000
206.32;3000
689.4;8500
7156.11;9500
48.22;1700
660.61;2000
395;6000
0;10000
3612.24;10500
456.05;3000
0;3500
311.2;1000
0;6000
170.02;2000
7786.4;6500
15108.47;12000
0;4000
0;2000
844.38;7000
1537.93;9000
0;12000
0;1200
0;3000
324;4000
591.3;6500
3237.47;2000
5213.41;15000
137.7;2000
0;2000
3647.61;7500
0;1350
100;17500
100;9000
299.38;1200
115;8500
1569.23;7500
127.46;3500
0;1500
0;7000
1411.82;3500
229.92;2000
429.88;10000
295.64;3000
0;2000
805.45;5000
537.68;3000
361.07;4300
99.24;1000
2330;7500
0;1500
1137.55;2500
1213.23;6000
428.16;4300
0;1200
0;7500
470.12;10000
629.78;2000
0;5000
660.02;2050
0;9000
2453.46;6500
0;4600
5544.45;7000
2153.83;7500
409.92;1000
806.64;1700
54.67;1200
848.26;1200
921.2;5500
636.83;7500
989.32;18000
208.4;1000
334.73;2500
961.12;7000
73.45;4000
0;5000
0;2500
760.38;4500
135;7000
0;6400
0;8000
0;2500
65.5;3000
509.88;1200
433.2;6000
222.7;4250
83;10000
100.94;6000
0;1500
4400;10000
118.05;3000
1045.76;7000
1280.58;1800
205.92;1200
171.06;1500
1272.53;6000
1672.55;8500
1518.26;1700
356.32;1000
558.08;8500
113;2500
50.85;1200
1053.52;3000
205.84;6000
199.73;9000
3955.35;7500
1556.66;1000
0;9000
1020.76;5000
790.6;1500
2673.3;5000
462.32;5000
162.04;1800
130;1200
0;3000
0;8500
60.3;1200
900.45;1200
0;6000
3048.4;3000
0;3000
0;1200
309.74;8500
6508.72;6000
477.42;6000
0;1500
612.25;1500
0;3000
0;1800
0;14600
0;5000
0;1800
168.08;1500
0;5500
0;1200
0;1800
169.01;10000
95.67;5500
0;7500
0;9500
1401.54;4500
825.96;4000
964.67;3000
1653.91;11500
111.39;10000
197.7;1950
0;6500
0;2000
0;4000
309.86;8600
585.6;1000
1004.3;4000
0;8000
1554.42;7500
0;4500
0;1200
0;12000
436;4000
0;12000
853.75;6000
110;1200
154.5;3800
22381.97;14500
902.43;2500
1086.16;7000
188;8500
120;2500
955.59;5000
2923.07;13000
258.86;1500
1367.73;6000
342;6000
0;3000
3011.36;7500
849.78;11500
698.99;1500
301.07;5000
4877.66;4500
618;6000
1600.09;2500
5819.46;6000
0;3000
147.7;4000
26.8;500
0;3000
1693.03;4000
0;4000
99;6000
435.72;2300
1178.12;6000
851.21;3600
224.4;2100
1433.2;7000
0;9000
0;11000
1770;1800
414.48;1000
1278.5;10500
1182.95;6000
2948.1;4000
984.31;3800
1013.6;3500
3597.02;2000
833.98;7500
0;1500
2188.88;7500
646.28;1500
436.8;1000
277.06;2800
892;3500
689.67;3.511.111.111
1901.71;1500
2429.23;7000
459.51;1200
3408.01;5000
2254.03;3000
999.77;8000
525;1000
554.79;7000
0;5500
387.42;1500
158;1200
4527.64;2300
83.47;9000
283.88;14500
0;1500
0;1200
354.92;8500
197;7000
0;1400
0;5600
0;9000
0;6500
803.57;2000
764.19;7000
0;1600
215;1750
1959.04;7000
150;3000
881.87;7500
120;1500
1864.5;2000
170;1500
1344.85;3500
603.6;2500
203.6;1500
951.97;1000
2626.06;7500
792.35;10000
669.19;8000
270.21;6000
2072.43;7000
0;1950
652.24;4000
145.28;8000
146.68;8000
473.34;1500
143;3000
80.06;1600
0;6000
98;3000
1628.08;6000
63.3;2700
0;1500
830;4000
789.96;8000
353.22;2500
150;1800
0;1500
0;1500
0;1500
119.46;7500
909.16;3000
582.85;11500
1130.25;3000
749;5000
0;1500
149.88;4000
55.12;5000
588.48;3000
1301.9;4500
0;14000
854.2;7350
1022.84;1500
71.65;2000
14215;9000
129;1700
0;4000
318.85;5000
221.2;9000
1216.21;3000
0;14500
1256.49;2500
960.24;2700
0;3000
335.68;9000
0;4500
8754.59;4000
261.12;1950
0;7000
614.53;1700
1005.72;6000
56;10500
2863.92;2500
645.96;1500
0;3000
0;6000
218;8000
1351.68;2500
133.34;2900
1760.55;15000
70.65;4000
0;6000
1560.21;4000
549.08;4500
10199.63;15000
259.32;1500
48.16;10000
503.25;8500
0;6000
1059.59;2500
60.54;8500
262.08;5000
424.84;3000
817.62;5100
59;5000
550.53;1200
208;14000
70;1500
335;1000
405;6.727.272.727
899.8;6500
2205.51;7500
0;12000
169.03;5000
804.18;3700
898.34;6500
1358.88;1200
1684.29;8000
436.3;1800
63.62;2000
577.58;1500
1438.76;3000
2815.82;7000
67.84;6000
107.33;8500
354.04;6000
663;9000
3727.77;3150
1725.05;5000
2556.32;6500
960;4500
2455.75;6000
532.66;3000
4.99;2500
0;1500
208.5;7000
0;8500
1020.3;1200
0;3000
17.7;1500
140;1600
617.5;4000
3710.57;9000
644.16;1500
102.98;7000
0;3500
170.92;4000
622.16;2500
469.83;8500
0;7500
542.7;1600
2591.77;8500
14686.1;13600
26.12;1950
0;6000
0;1500
2204.54;1000
0;1800
61.21;2600
236.28;4000
1383.67;7000
287.43;6500
1999.7;3100
0;3000
365;9500
2233.3;13000
5073.53;7000
541.6;7500
0;11000
0;3000
178.67;6500
2196.38;5000
0;1500
0;3500
4678.63;2500
1806.5;9000
546.7;4000
0;2500
372.16;2500
17.8;2500
350;8000
0;18000
258.9;2000
1543.75;9000
34.83;1200
142.8;1200
65;2500
0;3500
47.8;3000
75;2500
0;8500
417.08;5300
0;5200
0;1600
21;11500
1674.16;1800
264.98;1500
500.67;12000
1879.92;4000
1808.6;7500
1016.34;7500
710.09;7500
468.6;1700
645.83;6500
869.26;1500
1171.28;6500
103.68;2500
584.34;9500
256.5;4000
1257.27;6000
192.88;7500
1935.16;13500
1995.25;5700
63.38;2500
0;5000
94.5;1500
67.55;2500
2452.69;1500
230.04;200
351;5000
177.76;1500
30.6;3000
2675.53;5000
0;2500
0;6000
536;4000
1301.05;7500
571.64;8800
0;5000
182.1;5500
0;10000
3197.42;6000
0;7000
0;6500
502.52;1000
0;10000
0;8500
199.96;2000
5410.31;11100
0;1500
2491.83;10500
5714.5;5000
0;6000
14.98;1700
1642.94;12200
54.25;9000
4544.7;11500
850.44;1000
1182.08;10000
1771.78;6700
0;1200
360;5000
269.75;2000
10755.68;10000
184;2500
1440.93;12000
39.83;1950
399.96;1200
6856.25;10500
2485.54;4500
0;3000
81.1;1800
503.64;10000
3338.1;6000
0;6000
501.09;9000
136.19;5100
368.49;2500
0;1500
0;6000
323.55;5000
35;3000
1218.92;13000
504.5;7500
29.99;1800
3200;2500
0;3000
85.5;1500
482.24;1200
504.33;11000
428;1700
102.4;1500
0;1700
1200;1200
249.96;1000
4019.86;3000
2313.68;8000
545.74;7000
1286.1;1200
1073.97;8100
50;2500
3663.31;5000
0;8500
1050.76;1200
72;8050
3028.94;2400
1813.87;7500
1021.66;6500
2219.33;9000
150;1800
43.2;1200
1632.83;3600
0;8500
720;1000
0;4600
662.98;1400
1894.5;4100
6920.08;9500
0;3000
1716.11;7000
0;4500
247.45;4000
0;2000
866.57;2500
25.2;2500
750;6500
0;1500
1422.12;10000
2580.63;8500
2653.49;6500
0;1200
2476.45;4000
0;12000
2325.75;13000
374.94;1200
673.8;2400
0;1500
4398.65;3000
497.83;1500
2432.9;5000
0;10000
0;6500
840.48;3000
384.4;1500
718.01;7500
812.78;6000
0;2250
915.81;7500
599.74;1500
774.91;7500
1669.58;3000
680.14;1200
484.49;1000
898.18;6500
323.99;8500
1094.41;1500
220;2000
69.9;2000
437.52;1800
693.43;8500
1425.23;5550
0;6700
161.27;1200
6954.28;9000
349;1950
70.81;1500
0;900
549;4000
1581.43;8500
3039.16;2500
655.21;1500
0;4000
1839.69;5000
2186.22;1700
1167.86;8000
319.92;10000
183;1200
1435.79;1500
0;9000
2480.63;8500
358.34;1500
0;4500
0;3000
1971.57;6700
297.96;1000
5519;9000
22.48;7500
895.11;16500
835.71;5500
934.07;11500
204.8;7000
806.71;7500
2484.76;7500
0;2500
521.32;5000
0;3000
891.66;7500
0;1950
640.48;500
1215.64;2500
290;1500
0;5000
442.76;2100
0;3000
2546.94;12000
0;3000
299.65;9000
0;1500
3782.09;1800
1562.4;2500
1013;4500
46.3;7500
0;1200
0;1700
381.5;3000
1572.67;5000
1711.11;4000
1526.54;3000
689.93;1800
924.69;6300
837.43;2500
1021.19;6000
1678.69;1800
666.98;2400
673.28;300
897.56;4000
0;3000
1476.02;7000
119.28;1700
0;6000
184.23;1700
0;2000
2194.29;10000
6661.25;1700
0;2500
2552.55;5000
246.56;600
449.4;2000
0;2000
0;7500
125.37;1500
2093.55;4000
0;4000
144;1000
533.52;10000
1810;1850
1343.88;5700
547.54;6000
2386.88;5000
0;3000
0;150
217.37;10000
298.8;5000
0;11000
0;2000
0;4500
2873.87;7000
5094.41;3000
0;3000
60;5000
3059.1;7000
22.5;3000
0;9000
0;1500
0;2500
980;10000
1696.62;4600
105;6600
155.39;8500
205.92;1500
565.61;1500
126.68;5500
8710.72;18000
2108.56;7000
307.92;1000
0;1200
3927.58;11000
0;8500
0;5000
1681.78;7500
4115.95;8000
161.44;4000
0;14500
0;1800
2900.84;7500
500;7000
2129.44;4450
523.64;6500
0;1500
0;1950
1231.59;7600
4795.49;15000
515.42;2000
1842.64;1200
1954.08;4000
718.06;7500
0;1200
933.38;4000
0;1500
275.21;7500
0;3000
8591.31;1000
2084.18;1000
1887.25;10500
0;1500
230;4500
655.79;6000
479.94;2500
2239.1;5300
0;3500
502.48;9000
8443.97;9000
1752.06;3500
0;6000
200;4000
0;1200
0;4200
1620.09;3600
3088.18;4100
1415.42;6000
45.84;5500
2308.58;7500
621.03;10500
1115;1800
900;1700
6999.56;3500
0;10500
0;1000
0;9500
0;5650
0;3000
833.29;7000
381.1;2400
0;5000
6613.09;9500
862.44;5000
4.44;16500
0;7500
540;1700
608.18;2700
128.86;1200
0;7000
465.9;1200
256.68;4000
0;1200
175;1000
0;1800
741.02;8200
627.51;4000
1043.64;1300
4170.04;7000
1203.05;8500
0;10500
0;7000
752;2500
0;5000
0;3400
5848.55;5000
656.16;3000
1296.47;1800
157.61;1800
133.2;2500
2660.21;4000
1312.35;300
339.85;6500
4395.2;10000
2480.88;7000
0;1500
849.57;4000
0;2500
710.19;1800
0.24;3000
0;5500
0;4500
574.14;7500
0;1500
649;6000
0;1800
1889.8;8800
0;1800
27.51;500
85.8;2400
3997.03;5600
232.89;16000
359.84;5000
790.39;10000
0;1800
0;1500
3296.52;2300
1767.75;6000
4019.73;12000
258.49;2000
674.3;5400
515.98;12000
1243.48;4800
929.2;8000
49.98;8500
239.23;6000
116.75;3000
352.92;3100
515.6;7500
1851.48;1400
370;1200
360.95;7500
669.93;9500
1631.85;10000
77.36;1200
95.76;4000
555;1000
0;1800
0;7000
440.37;1200
2336.32;4000
295.56;3000
6598.29;9500
268;4500
341.7;1000
2000;7000
3626.09;6000
4050.01;13000
0;7000
0;2500
0;11500
380.8;4500
2577.1;15500
1437.65;8000
0;6000
275;1000
339.82;6000
0;1500
0;4000
2307.35;7500
470.17;2100
20421.59;17000
229;1600
0;1500
945.26;9500
0;4500
724.4;7000
304.6;8000
1471.55;25000
322.77;5300
1676.78;1800
100.3;5000
1599.02;8000
467.32;6500
182.8;1200
0;7600
81.41;3000
368.44;7000
6091.51;8500
700;1000
2143.28;7500
0;1600
233.34;3100
602.3;7500
156.5;1200
5344.92;8500
277.7;10000
378.58;2000
0;1700
2930.99;4000
0;2500
1294.09;4000
0;1500
1530.63;3000
83.2;6500
0;1500
3382.96;10500
2077.09;1500
1178.31;8500
818.69;8000
5245.28;21000
1445.55;13500
280;9000
611.08;3500
5233.92;6000
1694.48;7000
624.36;1000
27790.42;12000
562.24;9000
0;9000
177.05;1200
2049.97;5200
150;2000
222.6;7500
2426.96;17500
0;5000
1944.47;11500
2147.01;8000
192.96;3500
345.99;9000
3513.64;8000
781.18;12000
699.33;1000
1400.18;3000
153.72;3500
0;6000
458.15;1000
1520;1400
13013.5;7000
244.5;5500
883.39;6000
0;3500
0;3500
0;1800
1268.22;6000
553.48;11500
161.5;2000
290;4800
3143.21;6500
1741.39;5000
0;1200
37.92;3000
3035.98;2500
3766.55;10000
0;3500
0;14000
233.09;3000
2084.64;8500
62.02;1200
875.52;4000
578.19;2000
3303.03;6000
915.64;9500
8151.36;9500
669.75;4300
87.4;6500
34.52;2000
990;1500
633.11;6700
383.28;2900
638;8000
279.01;1200
1434.88;6000
1095.13;6000
378.35;1000
423.86;2500
2553.46;7000
1349.62;6000
218;1500
0;5000
791.68;4500
0;4000
842.51;9500
243.04;1200
320.48;10000
0;9000
0;4500
3384.68;6000
0;1800
3509.25;12000
0;13000
0;200
116;4000
1266.2;1500
722.8;9000
0;13000
345.17;6000
2044.73;10000
388.9;1500
0;1500
0;5000
1315.3;4000
7387.83;8000
59.24;1200
1918.14;7000
150.88;2500
0.01;4000
11653.14;16500
177.45;5000
399.92;7500
6006.79;7600
200;9950
460.95;1500
2463.21;9500
3228.3;600
2743.35;6000
686;1600
428.9;10500
115.7;4500
2864.32;5500
287.4;4500
100.01;6000
1677.26;4500
0;7500
797.58;9500
4995.8;16500
5671.86;6000
178.8;1900
310.25;5500
0;1800
224.4;1700
675.69;2000
946.29;1500
0;3000
824.27;2500
286.74;1000
0;3000
0;3000
756.73;3000
338.5;7000
60;3500
0;8000
1522.91;7500
299.79;7500
435;5000
0;3000
170.09;7000
1279.21;4500
0;3500
5497.04;1700
0;9000
324;1800
1176;1700
0;1150
764;10500
8040.78;7000
190.56;3500
452.61;5000
77.91;2500
0;11000
31.89;1500
1392.83;9000
2095.14;5000
59.66;1700
0;1200
6897.56;6150
1211.42;4000
359.96;4000
187.47;1000
385.7;2000
3734.7;4000
1200;2500
770;5500
610.34;1500
1074.27;6000
708;3000
3139.97;5000
0;7500
2298.49;4500
182.55;2500
438.87;7500
3172.38;6800
70;1700
1548.37;9500
160;5200
492.72;6000
0;1500
1701.13;12000
339;2000
1027.84;18000
0;7500
363.71;6000
230.47;4000
0;8000
3310.39;7500
0;4500
695;4000
8397.44;10000
45.65;3000
0;12500
734.4;1000
306;3000
4235.03;10000
429.97;1500
3357.24;7000
2080.66;6000
5117.56;4300
1362.92;7500
0;2500
636.41;12000
0;1500
789.43;5000
294;1200
0;1200
20;6000
223.95;5000
678.94;2000
1000;1200
391.5;6500
1000;5000
759.5;4000
127.14;4000
0;3500
0;3500
5855.46;7000
0;6000
0;1200
18.35;18000
0;1700
5421.73;10500
0;1200
0;1500
798;5000
202.3;1500
400.91;2500
1263.51;10000
924.19;2500
89.96;4700
238.75;1500
538.85;2000
0;10000
3018.68;5500
0;3000
633.66;4500
0;12500
1343.65;3000
346.02;4500
599.58;3000
1043.03;3000
0;12500
12.22;3000
2439.98;5500
369;2500
0;3500
1271.34;3200
450;9500
35131.16;12000
640;6000
6141.58;13000
0;3000
101.97;3000
0;1800
163.9;1500
3709.71;8500
0;5000
1333.9;7500
70.56;6000
6228.01;4500
0;1200
512.59;2500
545.88;2000
0;1200
1328.94;4000
3200.5;7000
7967.04;10000
5877.73;6000
259.83;7000
625.94;11000
0;6500
564.54;1400
190;11500
16;5500
276.76;3000
856.44;2300
393.82;1500
21.75;3000
122.99;9000
0;6300
1526.42;13500
266.68;1400
3976.4;7000
358.2;2500
0;5500
0;1200
0;5000
440;6500
1199.46;6500
159.46;1600
0;1500
1201.7;4000
220.9;2500
0;1500
0;1200
231.14;12000
185.99;4000
0;1200
550.62;3000
1936.22;4000
0;6500
0;6000
1326.72;6000
0;1700
25.26;3000
393.63;1500
73.64;4000
0;10500
4908.93;7500
449.49;1000
0;6000
887.87;6000
0;5000
2075.18;8500
0;8500
1496.87;5000
0;4650
1948.25;11500
1547.92;9000
271.4;10000
805.42;7000
2748.74;4500
237.24;1200
5899.35;6000
2131.06;5000
721.51;13500
461.32;8000
0;17500
315.5;6000
328;5000
1915.07;7500
0;1500
0;2500
0;6000
600;3000
0;1500
2816.01;6000
0;1500
369.49;12500
0;15000
1133.54;16500
9282.12;9000
283.8;1000
1008.56;6000
2172.77;11000
0;1500
224.56;3000
1265.24;7000
929.25;3500
0;3000
256.5;2000
0;3000
230;4500
1091;2600
0;9000
1698.9;3000
385;7100
0;3000
356;16500
916.04;500
1325.31;4500
1956.6;4000
759.73;7800
0;1200
2300.42;6000
80;5000
231.52;3000
839.61;3000
0;9000
21.05;2900
421.71;1700
100;3000
0;1800
0;18000
0;2500
0;4500
0;3000
0;1500
1031.91;3000
287.68;2500
0;11500
0;1000
288.75;1000
2053.78;2500
256.11;2500
1051.43;7500
674.85;7500
1659.26;6500
0;3000
143.5;3000
0;1500
60;1200
5044.36;5500
23;3000
0;1200
0;4500
1866.81;3000
6508.08;6000
981.2;1200
1567.4;2500
281.71;18500
186.33;2000
0;8000
2323.5;8500
0;3000
0;3500
0;6000
1344.87;1700
0;5000
0;1200
531.14;3000
0;5500
0;3000
10166.69;14000
0;13000
418.56;2150
3726.79;3000
19.91;6000
12;1200
257.71;1000
1957.45;6000
1062.94;1800
487.75;3500
5591.26;9500
0;1500
1973;6500
327.99;1200
0;8500
80;7500
0;750
2025.96;5600
2481.55;5000
0;1800
4162.66;5000
32.1;6000
1902.47;7000
0;12000
3561.31;5500
555.84;1500
0;6000
411.3;2500
463.36;7500
0;5000
490;6000
5988.29;7000
134.87;3000
4342.68;6900
528.65;2000
422.68;3500
2001.35;4000
1122.3;4000
5288.28;22000
583.2;2000
2170.6;1500
0;5000
0;11000
0;3000
1446.48;13000
85.12;7000
205;10500
264.35;1500
1646.48;4500
780.38;1500
1027.28;2000
632.84;1500
257;6500
2217.87;6500
810.6;2500
626.98;3000
349.04;1500
0;7000
1166.76;3000
1142.6;5000
691.66;1500
0;2500
506;6000
0;3000
0;1200
2393.89;10000
0;1500
720.6;9000
191.67;1200
0;2500
0;8000
186.32;600
41.4;1200
81.84;2500
1232.59;4000
303.24;3000
0;13000
1045.76;2500
325.8;3200
2619.7;6000
374.63;1600
1884.04;5000
974.72;10000
550.95;4000
544.76;2000
370.74;1000
469.14;1500
1234.32;10000
827.4;6600
0;3000
322.33;6500
150;1800
99.5;12500
66;5000
