continent2,review
Asia,Let start to see classic panorama with funny monkey and there are temple inside of forest. Enjoy of fresh hair and high banyan trees surround.
Asia,"Large parking area, receptionist. Clean place and easy path to walk surrounding the place. Many monkey and temple. Big tree, small river and pond. Must visit while in Ubud"
Asia,Thought it would be toruist trap but it was like going on a jungle hike in a monkey zoo. Not depressing and very nice!
Asia,"The security guard are very impolite. 30 meters from ticket checking they ask that we have ticket or not. They say see us enter from other gate that later we confirmed there is no other gate. Maybe because we are locals?
We finally headed back to information desk and report our complaint then asking for a refund.
This is my 4th time to monkey forest and this one is a very disappointing.

"
Asia,"There are so many beautiful temples in Bali. The sacred monkey forest is truly unique. There is an abundance of monkeys, they are free to roam around as they please, they are not over or under fed or aggressive like in Uluwatu. You only really need 1 hour to experience the grounds. Highly recommend."
Asia,A bit expensive but actually worth it - lots of monkeys but watch out for them attacking and jumping on you - a bit scary at times - Great for photos though if you are brave!
Asia,"What a wonderful place. Over a thousand monkeys seemingly happy and free! If youâ€™re lucky the monkeys will come up to you so just stay calm and donâ€™t look at the monkeys in the eyes. One of them tried to steal my bracelet but luckily failed. Unfortunately, I saw a few people willingly hand over plastic bottles of water to the monkeys. Please donâ€™t be like that!"
Asia,Canâ€™t wait for my next trip to Bali to visit this place again. Itâ€™s so amazing how they keep on jumping around and play with each other . Some of them even pose for me to take photos
Asia,"Donâ€™t let other guides put you off by saying the monkeys are aggressive. We had some people try and take us to another monkey forrest. We almost did but opted for this big tourist attraction. So glad we did. The entry fee well worth it. So many staff, so professional, so clean! The monkeys were amazing and never bothered us and we got plenty close enough! The kids loved it. The park is really well done even without the added bonus of the monkeys!"
Asia,we stayed in ubud for birthday celebration.we visit monkey forest.Great place to explore it.Highly recommended
Asia,We went on our way back from a half day cycle ride. Itâ€™s cheap entry fee and the monkeys get up close. Definitely worth visiting
Asia,"Itâ€™s quite small and there are a lot of monkeys. If youâ€™ve never been close to monkeys before itâ€™ll be exciting and slightly terrifying. Itâ€™s a well kept forest walk though with some beautiful trees and foliage. Much of the stonework looks like itâ€™s been around a while, some of it is much more recent. None of the monkeys jumped on the kids heads, stole my wifeâ€™s handbag, or ate my cap- but we we dollowed the rules and behaved in a sensible manner unlike some uncouth individuals who were cruising for a bruising. Good fun and interesting, but control your expectations."
Asia,"There were a lot of monkeys at the forest. Pay attention to your values and follow the rules and you will be fine!
The entrance fee is 80.000 IDR per person, which is okay, not cheap but not too expensive, neither.

It wasn't too crowded in the morning, I'd suggest to avoid the peak times on weekends and late morning.
"
Asia,"The Monkey Forest in Ubud is great! We paid 80.000 each to enter and it is a fair price.
There are more than 1000 monkeys and they are free in there. We could even spot some on the streets in Bali, but it seems the forests are their real home!
I recommend a visit there"
Asia,"monkey forest ubud is one the famous place in Ubud, has around 1000 monkeys and very wide area of forest, inside of the forest we will see Grave yard, Hindus temple, holy water temple and river with spring water, the staffs are very friendly the forest are very well maintenance."
Asia,"Located in the center of Ubud. If you are walking around in Ubud's most crowded area, you'll find Sacred Monkey right in the center of it. You pay around Rp. 70.000 per person to get in.
There are probably hundreds of monkeys around. They are very mischievious and naughty and the most fun to to watch animal I would say!
As these are wild monkeys, dont do anything to them as they are fierce especially when it comes to food, and dont look them in the eye if possible as they see it as a challenge for dominance. If you just stroll around and just watch, you'll be OK. There are a lot of caretakers inside if you have any problem. The monkeys seem to be scared of them."
Asia,"Thereâ€™s a lots monkey here. You need to pay for check in here. Here is like a jungle with a lots of monkey, the air is fresh. You will need 1-2 hours inside this place."
Asia,"Previously I would have said give this attraction a miss. Badly behaved aggressive monkeys stealing items from visitors etc, poorly maintained areas and in some cases really dirty, but the entire park has now been rebuilt. A new entry, plenty of parking, a pleasant walk into the park. Gone are the sellers with bananas for the monkeys, now you canâ€™t feed them and the monkeys behave more as they would in the wild. There are feeding stations controlled by the keepers, you cannot touch the monkeys and they now ignore the visitors which means you can watch them instead of hanging on to your possessions as you had to do before. The whole experience for us was wonderful. Organised, enjoyable and now Iâ€™d recommend visiting."
Asia,"Good view monkey at sacred monkey forest sanctuary
Many monkey at here.
Good monkey and attractive monkey at here. Good palace.

Many Tourist at here.
Happy Holiday."
Asia,If you love monkeys and ancient temples this is the place for you. Very central in Ubud making it simple to get to. Full of monkeys and beautiful architecture to explore. Very well priced for any tourist attraction.
Asia,"As you could assume there where monkeys all over! Very nice surroundings with cool statues, some temples and a lot of forest. The feeling of actually being in the jungle made it a really cool experience. They also had more â€œzoo-likeâ€ spaces but they were open so the monkeys can roam around free. Good that there where signs with instructions on how to act around the animals. Big recommend when in Bali!"
Asia,"I have visited the monkey forest on many occasions and every time it is a pleasant experience! Itâ€™s really great to see the monkeys just as they are in their natural habitat. You are able to interact with them if they are interested in your head (they can jump on you) not to mention they are super cute. The sanctuary itself is also very beautiful, it feel great to be amoungst the trees away from the hustle and bustle of the surrounding streets. Will probably be back again :)"
Asia,"Hi! It's great vacation to come here see all those monkey freely to go anywhere like they happy, and also the visitor happy too"
Asia,"Went there last week and it was amazing experience ! I always wanted to get close to Monkey and tips that i can give to you for those who want to take picture with them, just come approach the monkey and do not do anything and stay calm. they will come to you without being aggressive, do not try to touch them, just let them do their things when they get close to you. Can't wait to be back."
Asia,"A trip to the wild ,but donâ€™t take any food or they will jump on you . For myself I just like to look and watch them."
Asia,"Loving Animals beauty place Temple River all is perfect place in Ubud Bali.
Big Area many monkey little bit naughty"
Asia,An experience that is a must if you visit Ubud. Set in lush forest where monkeys roam free and rule the roost There are many signs of do and dont But dont forget these are wids animals and can be un predictable. Leave them alone and they will leave you alone. Dont have any food on you or your just asking for trouble You will get fantastic photos of monkey families.But keep you children close
Asia,"A sacred monkey forest which located at the south of Ubud city as one of the most popular tourist attraction in Bali.
Highly recommended"
Asia,"Reasonably priced and worth taking the time to see. The baby monkeys are the cutest! Pay attention to the warnings about carrying items into the forest. The monkeys will, and do, snatch things."
Asia,Good place for visited with kids....don't bring transparent bag..monkey will come and lookout for some snack..
Asia,"It was good experience, the monkey were not so ugly and not so agresive due to well treated by the local villagers"
Asia,"We stayed just around the corner from the monkey forest. It gives you a good idea of life in the ancient times in the local countryside and area, plus the monkeys seem to have a good life. It's a large area, with various different areas including a big bathing area for them. It was 160,000 rupiah for a couple which is about Â£9.00."
Asia,"Since I love animals, this is one of my favourite places in Ubud. I've been to Ubud 3 times before and every time I have to visit the Monkey Forest. The monkeys are amazing to watch. I liked it more before when they allowed us to interact with them and feed them, but I guess the new rules are to protect both monkeys and humans ðŸ˜Š"
Asia,"I had low expectations for the monkey forest and am often skeptical of any tourist activity involving animals. The sanctuary was great fun. I was surprised by just how many monkeys were there! Be cautious as they come close and really donâ€™t seem to being around humans. It seems to be quite crowded in the afternoon (even during the off season), but the monkeys were very active."
Asia,"Simply great! They give you all the safety tips (which some folks donâ€™t follow, donâ€™t look directly at the monkeyâ€™s eyes) and i had one climb on my shoulders, pat me on the head, and try to steal my glasses. I didnâ€™t panic as the monkeys are friendly and put my glasses in my pocket. He looked in the hair on my head, then gave up. Lots of fun and educational."
Asia,Macaque Monkeys galore! Beautiful jungle right in town to visit. Many times religious ceremonies are going on that you can view.
Asia,"First time take my husband to visit monkey Forrest. Great place and a lots of crazy monkey, but its okay and fun. We had a great time here"
Asia,"Being an animal lover i just had to see this sanctuary filled with monkeys that would even be walking around on the street next to the forest.
An hour or two would be enough to walk around the sanctuary and look at cheeky monkeys.

It is open daily and entry time is from 8:30 am to 5:30 pm, entry fees are 50,000 Rupiah for adults for children is 40,000 Rupiah. Be careful and don't bring food with you when you go there they have a very good sense of smell and any plastic bag you might bring there could be perceived to have food in it and they might lunge on it.

Last warning don't ever ever walk around the forest holding food (bananas, coconuts) on the street cause they might follow you and make you give them your food, if you don't want to get rabies or anything else just give it up and throw it far away from you before it attacks you. Last picture shows the monkey who mugged me for a coconut lol."
Asia,"They hardly interacted with people as they were so busy eating and playing, the younger ones will climb on you if you put your arm out. I did however really enjoy watching a small group of British girls who did not read the signs and had their Pringleâ€™s snatched from them, they were really upset and I laughed a lot."
Asia,"Canâ€™t feed the monkeys, which is good as it prevents them from being aggressive over the food. But.... theyâ€™re not stupid! Keep your backpack zips closed, or even better leave it at home. The monkeys know how to make their way to the inside of your bag ðŸ˜‚ keep sunglasses and hats at home, as there are some curious cheeky monkeys there. If you want good photos, go early morning before the crowds of tourists get in."
Asia,If you want to see a real jungle with many monkeys then this place is for you. I gave 4 stars because there were places inside the sanctuary that werenâ€™t accessible for visitors or tourists and you pay the same price as it is open. There were interesting views to look at and a temple to explore passing through the river. Itâ€™s surrounded with many trees and monkeys playing and eating around. There were cleaners who always clean the monkeyâ€™s mess.
Asia,"my first time go to this place, its so lovely place but the monkey was angry i dont know why?? so the monkey bite me"
Asia,"9 February 2019.

This is the 6th bite (for no reason) I've personally seen in 3 years.

How many have I not seen?

The staff say it's ok. Walk 15 minutes to the clinic and they will wash it.

HOW ABOUT DRIVING THE PAYING CUSTOMER YOUR MONKEY BIT to the clinic?"
Asia,"This place is so cute and a lovely place if you want to get close to the monkeys in their (Sort of) natural environment. it's quite a big space, so you could spend a while here walking round and taking photos. At 50k to get in it's super cheap so definitely worth going in and seeing the monkeys!

It felt fairly busy when I went and apparently that was a quiet day, so I'd maybe check when you're going to go, I think it would be quite annoying if it's busy as there's a few one person each way stairs and walkways.

"
Asia,"Entering the monkey forest will cost you nothing more than a little pocket change. Unfortunately you cannot buy food or drinks in monkey forest (probably due to the monkeys making a mess out of everything)

The walking pads are nice, although i slipped on one of the paths since they didnt clean it well enough. Maybe a tip of attention?

Funny to see the monkeys play in such a cute way, keep your bags close and dont let go of anything or these little fellas will definitely take it from you!"
Asia,"It was a forest with full of monkeys, and tour guide is necessary to keep the monkeys away with rattan stick or something. The monkeys are wild, do not bring any catchy stuff or food, the other monkeys can grab your stuf from behind or above. Sometimes they exits forest and sits on the street or go to parking area.. some monkeys would snatch your stuff or shiny sunglasses or anything they think attract them, just walk normally and do read the information board."
Asia,Outstanding place really very nice for a visit. We as a family had a great day and walked l around the place so much so we were worn out by the end of the 3 hours we were there.
Asia,"Ive visited this location a couple of times now. Previously they sold bananas on site to feed the monkeys which provided up close and persknakk encounters. This policy changed to no feeding at all so the photos of monkeys sitting on you are no more, still there are more than enough monkeys inquisitive enough to grab to great photos. 50k Rp is a cheap destination and plenty to see and do jn Ubud"
Asia,No better way to see monkeys than at monkey forest in Ubud. As soon as we entered one monkey ran up to my 2-year old and stole the chips that was in his hand. WOW that was scary but funny at the same time. My wife had one little monkey climb all over her. It was a great couple of hours
Asia,"Bali Safe driver Ketuk, took us to see the monkey forest. It was a truly remarkable place.
I recommend this. It is a rare opportunity to see the monkeys looking healthy and free."
Asia,"I canâ€™t tell you how amazing it felt to have 3+ monkeys hanging around me, whilst playing with my necklaces. The key is to just remain calm! If they decide to go up to you itâ€™s because they like you and trust you. Just enjoy the moment. I will say be careful with your backpacks and jewelry! One of the monkeys successfully opened up my backpack which I thought was super funny. They also loved the beads I was wearing, the baby monkeys loved playing with them! Just enjoy this magnificent experience and feel lucky if these beautiful creatures choose you to hang out with â¤ï¸. On another note please do not touch the monkeys or look them in the eye. All of my one on one experiences with the monkeys were because they chose me. Even when they were on my arm I didnâ€™t make any sudden movements. Nor did I try and let them. Just stay in the moment and you will be fine â¤ï¸. If you choose to walk away while a monkey is on you then just slowly slowly walk away. Just because we donâ€™t know if any sudden movements will make them angry. Enjoy the ride â¤ï¸ enjoy the beautiful animals! Pics of me and my fellow monkey friends for your enjoyment!"
Asia,"I think the place has been taken care good, but the monkeys are too many for the guards to watch. Sometimes there was bad monkeys tried to steal things from visitor's bag, or just jump into your body. It will be pretty scary for some people, so if you go then go together, try not to walk alone, and don't bring backpack or anything that will attract the monkeys"
Asia,"I was hesitant to come here because I didn't want Monkeys jumping all over me. I'm really glad I came and unless you openly have food or stare at them in the eye, you can walk within feet of the monkeys and have a wonderful time. They are everywhere, and not only do you get to see them up close but you get to have a wonderful walk around the monkey Forest, which is very large. The entrance fee is about three to five dollars US."
Asia,"A lot of places with monkey in Bali but monkey forest in must visit one. They just renovate the entrance so it is more spacious and clean. The track also clear and the monkeys are a lot. Donâ€™t bring a water bottle as they will snatch it from you..
the entrance is IDR 50K for adults and IDR 40K for kids."
Asia,Great day out with the monkeys. They are cheeky so watch your belongings. Lovely creatures though and super friendly.
Asia,"I love attractions where I can wander and am not placed under any pressure to move quickly from one thing to another, and this is one. It was hard to tear myself away from watch the mothers sleeping with babies. Although I was wary about how monkeys can quickly become agressive, there were plenty of 'Monkey Wardens' spread around the park and information signs about how to keep yourself safe."
Asia,If youâ€™ve never seen monkeys before being in their own habitat and playing around you this is a great and safe spot to do so. Recommended
Asia,"Loved walking here seeing the monkeys ""monkeying"" around and taking pictures. One hopped on my back but did not harm me. Mainly because I am a wildlife enthusiast and did not react in a way to panic the animal. Do not engage or feed them, always maintain a safe distance and respect the nature around you. A good place to see birds and water monitors
"
Asia,"Worth seeing, but be prepared for crowded paths. And follow the official safety guidelines; you do not to be bitten by a wild monkey, do you?"
Asia,good place to see nature in midle of city ubud there are still have forest and monkey.good recomended to came at monkey forest ubud
Asia,"The place is good, have many monkey, take picture with monkey but the ticket very expensive and monkey take we are sun glass."
Asia,"This beautiful sacred monkey forest is definitely a must see ! They are running around free with lots of spacing! But remember, hold on tight to your belongings! These cuties just want to take your things at any given opportunity!"
Asia,"We went there with my teenager kids, my daughter was a little afraid of monkey, but the monkey there was tame, not naughty. Lots of staff are working to ensure our safety. Bathroom is clean, place is pretty nice to bring guest from overseas."
Asia,A great place to see these cute monkeys hanging around the little forrest. a must see place when visiting Ubud
Asia,"A must visit place if you are in Bali obviously in Ubud area. This is more than just typical zoo experience but you can literally interact & see the all around monkeys daily activity.
"
Asia,"amazing must do in Ubud Bali foot lose and facy free be carefol that love to play and tack everything off you that thaycane,, sweet to feed tham,, my kids hade the best time,, in this habitat made posable by the local kings"
Asia,"The monkeys are well behave as long as you follow the guide's instructions. If you ask one of the guides for a photo, they will let you have a selfie with one of the monkey."
Asia,"I'll make this a simple review. This was one of the highlights... And I got bit. It wasn't bad. The forest is gorgeous and packed with monkeys. I had three climb on my head and back and break into my backpack. Then one I sat next to reached over, grabbed me, and bit my arm. Yet... I would recommend it to anyone. It was amazing. So cute, so expressive, such a beautiful environment for them. Highly recommend."
Asia,"A big park, where you get to see a lot of monkeys, watch out because they are really nauty LOL, they will try to steal"
Asia,"We visit Ubud monkey forest as part of our Ubud tour with Peaceful Bali Tour. The forest are clean, and there are many place for taking photo. The baby monkey very funny."
Asia,"If youâ€™re an adventure lover, you should definetely come to this place! Just be careful and read all the instructions before getting in! The monkeys are very nice and funny and we really enjoyed this experience"
Asia,"Well, itâ€™s interesting. Nothing I have not seen before , but itâ€™s always interesting to see dozens of free monkeys in the forest ..."
Asia,"We enjoyed our visit, told not to even think to touch the monkeys since they can be aggressive .
The local staff are helpful and happy to help with taking pictures.
The monkey's seem to be happy and well taken care of.
"
Asia,This was one of the best things we did in Ubud. The monkeys are really cute and they live in a magical place. Worth to spend there 1-2 hours at least. Just don't touch or feed them! :)
Asia,"In spite of near the shopping zone, you can enjoy the wild world. Take care monkeys sliping your back and advent to steal your drink bottle or so."
Asia,"It was a good experience as long as you FOLLOW THE RULES! Do not provoke the monkeys, do not tempt them with outside food, do not try and touch them. Let them come to you naturally or i promise you it will get ugly very quickly. It was fun experience for sure and it was nice when the monkeys do come to you. Just keep your bags closed and your food secure. They can open zippers. A monkey opened my daughterâ€™s bag and stole her lollipop."
Asia,The monkey forest was amazing!! Very cool to see the monkeys run a round and can tell they are well taken care of. Loved it!
Asia,"How special to see Indonesian macaque monkeys up close and free to do and go as they please.

They are well taken care of, loved and treasured by the staff and locals.

Please treat the animals with respect.
They are not domesticated or tame animals. They are wild animals used to humans.
"
Asia,"Cool place, but too many hipster tourists not following the rules of the park...getting too close and touching the monkeys just to get a laugh from their tattooed bros and a â€œcoolâ€ instagram photo. ONE AND DONE"
Asia,"If you come to Ubud it is almost obligatory to visit the monkey forest. It is interesting though sometimes the monkeys can feel threatening to visitors. Absolutely follow all the posted rules especially those about food.

It has been a few years since we last visited and theyâ€™ve â€œmodernizedâ€ it quite a bit. The small gravel lot is gone and the ad hoc ticket and banana sellers as well as the muddy path in. Now they have a large parking lot, modern gate house with toilets and raised paths into the forest. The paths are now well marked and clean. There are fewer monkeys, though enough, except at feeding time when many will show up. Overall, it is less exciting though much safer than before.

Keep your small kids in your arms, though, and enjoy a unique experience."
Asia,The experience and seeing all these monkeys close by is just amazing. It is located in the heart of ubud whereby you'd spend around 1 hour playing and watching monkeys in their natural habitat
Asia,"My kids were very excited to walk among the monkeys. The forest is also beautiful and seems authentic. There are a number of rules to follow and if you do, there shouldnâ€™t be a problem. Itâ€™s a fun and entertaining walk which you can do in one or two hours and then stroll down to the Ubud market. The staff at the forest were very friendly and even accommodated a monkey selfie. Box checked âœ”ï¸."
Asia,"This place is one of the significant sight seeing in Bali. The Ubud Monkey Forest is a nature reserve and Hindu temple located in Ubud, Bali Indonesia.I like it alot when I came.I saw the monkeys eating,Swimming ,climbing and jump on some women.The
bad thing when monkeys having sex near the temple my little daughter thought the male
hit the female.In my opinion it wonderful place ,eductional and let you chance to see
different kind of Apes.It could be scary for some people. 100% I will come again in my next trip to Bali."
Asia,"Visiting Ubud Monkey Forest was simply amazing. The forest was very green.
The surrounding nature was very Ubud like. The charming Monkies were entertaining. It was little scary at first sight, we were warned not to touch or feed them. Do not wear dangling earrings. This attraction was one of the highlights of Bali including the Bali swing.

SEE photos."
Asia,"at first I was reluctant to visit a place full of monkeys that can steal your staff or attack you, but when we visited this place I knew it was a nice place to experience few hours in a jungle and learn more about the way that monkeys live. be careful not to take food or backpacks, you may be a target of one of the hundreds of monkeys"
Asia,"It was a great experience visiting the Monkey Forest in Ubud. The most thing I liked in this place was its accessibility for wheelchair since my husband can't walk, it was so easy for him exploring this touristic attraction. I recommend paying a visit to the Monkey Forest especially for those Monkey lovers.."
Asia,The monkey park is a nice walk around for a few hours. Child friendly. You'd need from an hour to two hours to walk around. Early morning is still quite and feeding time which can be quite entertaining.
Asia,Nothing excite us as Monkeys are common sight in Bali and paying extra money to enter the park to see monkeys in my opinion is not worth it.Just follow rules stated in the board to avoid any unwanted incident after all they are wild animal.
Asia,"The entrance fee to this sanctuary is 80,000 IDR when I visited two weeks ago. Do come in the morning when there are less crowd. There are lots of monkeys running around so do be careful with your belongings. The sanctuary is beautiful and I spent an hour here just walking around. It is worth a one time visit but I wouldn't return."
Asia,"I couldn't believe the number of monkeys walking all around me. It was a little scary at first because you would not know when they may misbehave and charge at you. However, almost all of them were well behaved. Such a beautiful place being with nature."
Asia,"Truth be told, we went to the Monkey Forest to see the forest rather than the monkeys. I'd seen beautiful pictures of the ancient trees and I wanted to see for myself. Indeed, the cool forest contained many beautiful and amazing trees. The monkeys were very cute too but they were usually surrounded by gawking tourists. We weren't keen on some of the depictions on the statues. The visit would have been more enjoyable if we didn't have to stop so often for people to take photos."
Asia,"Great place to come up close with monkeys. They're used to the presence of people and are domesticized. Despite the warning signs, we saw a monkey stealing someone's phone and another being slightly aggressive as a tourist tried to physically interact with it.

Well worth the entrance fees."
Asia,Great time! I was initially terrified of being attacked by the monkeys but had a super time and would highly recommend people going there.
Asia,"The enterance was 80000 idr ! I guess expensive than most other attractions . Parking fee for bikes is 3000 idr. Try going there during ceremony. I went during a ceremony (forgot the name) it was colorful and musical to see. It's a dense jungle so cool . Avoid carrying food items in the sanctuary as this may attract or infuriate the monkeys- u don't want a bite. Take care of belongings, monkeys are smart"
Asia,"Loved the morning walkthrough The Sacred Monkey Forest. I went in the morning around 9:30am and the weather was just right since it was still a little cool.

Wear comfortable shoes as it may be quite a walk depending on the route you choose to take. I was able to catch breakfast time for the monkeys so that was a little entertaining."
Asia,"Lots of monkeys! At first I wasn't sure to come here but glad we did. The lush greenery surroundings of this place is amazing. Interesting trees, waterway, temple, statues, around the sanctuary. There are many park attendants scattered around to deal with monkeys when they get rowdy. Just be sure to follow the rules."
Asia,"Pros: Lots to learn about monkeys, great for photo opportunities, well-maintained sanctuary.

Tip: There are reported cases of aggressive monkeys and monkeys that jump on your back so read the instructions very well and always be vigilant. Do not bring brightly colored bags."
Asia,"When in Bali, don't miss this place. Its a nice experience to be among the monkeys. When you walk around, just enjoy to be with them, respect their territory and relax."
Asia,My daughters enjoyed this place so much. It was a unique experience for us. We took pictures with monkeys but we were very careful not to offend them. We kept distance from them because of the possibility that the monkeys will harm us.
Asia,"This attraction boasts of a real forest with old trees providing a good canopy over the place. Signs are everywhere that you will not get lost inside. There is also a stream running through the place giving it a more forest-like appeal. Best of all, the stars of the place (the monkeys), are everywhere going about their usual activities despite the presence of human beings. A very relaxing place to be in Bali."
Asia,"The place is big, you might spend like 30 minutes to see all walking. Monkeys are not aggressive and you can walk among them."
Asia,"Upon arrival, you will be assisted by someone here. I suggest not to go alone since the monkeys will really come near you if you're bringing something. The guides will be the one to feed the monkeys and they will have you carry the monkeys on your shoulder.
They are kinda heavy and smelly (lol), but other than that, the visit was great.
The place is great since it is clean, quiet, and cool since there are a lot of trees.
Booked my tour in Ubud through Klook."
Asia,"We were all in awe to visit this place because the locals seemed to be proud of it. At the entrance, we were met by younger monkeys. We were surprised when one naughty monkey landed on her shoulders, another one jumped and held my leg, they were so playful but we are not supposed to hold them or feed them, we were instructed, to continue with our walk and to mind them. The attention of one foreigner was called when she started holding a baby monkey. We were told that if said smelled like human, it will be killed by her mother. The experience was overall fun and refreshing."
Asia,"This Bali attraction is a must see especially when you visit the Ubud area. This forest is sacred and is filled with monkeys which residents feed and offer prayers to (as what I have observed). There were cute ones but there were silly monkeys too, so you have to remove your earrings (especially pearls coz they'll think its a peanut haha as per our guide) and no bringing of plastics (which send them signals that you have food). Basically if you love nature, you'll enjoy strolling in this interesting forest plus the little temples you can see inside. If you're lucky enough to bump into one of the personnel, you can seek assistance to have you taken a picture with the monkeys (like a pose with a monkey seated in your head, shoulder or hand.)"
Asia,"My friend wanted to take a photo with the monkeys here in the Sacred Monkey Forest Sanctuary.. As we arrived at this place, they're like 4-6 couples taking their Pre-Nup shoot here wearing their traditional Balinese Wedding Attire. At first first I was a bit scared as this monkeys are not friendly animals, but to my surprise they're cute and somewhat friendly... We took a lot of selfies with the monkeys and it was hilarious as hell!! I had a really fun time at this place."
Asia,"Amazing given the temples and the sheer numbers of monkeys, but besides that a typical asian rain forest"
Asia,"We got there just after it opened and it was relatively quiet walking around to begin with. Saw tonnes of macaques, lots of babies too. They seemed happy enough."
Asia,The babies were really cute and feisty. They are so used to stealing your stuff itâ€™s like they have a hoarding problem just to get a reaction from people. Bad behaviors are still funny in animals unless they get ahold of your glasses or hat.
Asia,We just walk from our hotel to sacred monkey forest the entrance was amazing .... when we walk through theres a lot of stone sculptures...and at the entrance you can see the meaning of each entity that was curved so my son were so thrilled to see more and its nice to see that they are enjoying though its a little bit hot but theres this area down the temple that was soooo amazing its like youre in a scene of a movie bigtrees and roots theres monkeys all around u but you dont have to worry because theres a lot of staff to look on the behavior of the monkeys just dont open your bag in front of them or they will get your stuff. Just follow the rules posted .
Asia,"This is not an all day trip. We enjoyed walking around the forest and seeing the monkeys, which can get close to.

Whilst we were there, they were consistently fed and well behaved. Nothing unto-wards happened, like bags being snatched or sunglasses as seen on television. A really calm environment to walk around in and see beautiful creatures."
Asia,Great experience seeing the monkeys in their natural habitat. Does smell and lots of poo but that's expected. Worth the experience. Be aware if you take a rucksack or any kind of bag monkeys will try and get in. Don't keep anything in outside pockets in rucksacks. We saw a monkey take someone's hotel key as it was in the outside pocket. It's fairly big so I did get abit bored. Lots of tourists and everyone is warned not to feed or touch the animals.
Asia,"The monkey forest of Ubud on Bali is located around three Hindu temples. Several hundred long-tailed macaques live in this forest. In general, the monkeys of Ubud are less aggressive in comparison to the monkeys in the Uluwatu temple South of Bali. Nevertheless, these monkeys are still wild animals, and the warnings at the entrance of the sanctuary and at the food places should be taken seriously by the visitors. Among the visitors, I have seen idiots who liked to interact with the monkeys (giving plastic bottle to them, shout at them to see funny reactions â€¦) and move as close as possible to them in order to have some stupid pictures. A quick look through some galleries shows many pictures taken with the camera directly in the face of these animals. Further, the more you carry with you the more things at your make the monkeys curious, so that visitors should decide if it is really necessary to carry bags etc. with them.

Go through the forest, leave the animals in peace, keep some distance (especially when you make pictures), do not carry around unnecessary things, donâ€™t stare into the faces of these animals, and the change is high that you will have some fun."
Asia,"This money forest is very clean and well maintained. The staff keep the monkeys under control and donâ€™t allow them to steal food or personal belongings from the guests
Worth the entrance fee."
Asia,It was a great experience. The forests and the stone sculptures were interesting. The monkeys were not behaving badly to my pleasant surprise. Peaceful surroundings.
Asia,"Both myself and my husband we really enjoyed our visit to Sacred Monkey forest Sanctuary!
Apart from the gorgeous monkeys we had the chance to attend a Balinese ceremony which happened inside the sanctuary.
We liked every minute in there!"
Asia,The forest is big and you start seeing monkeys right from the entrance. The monkeys are very hospitable and amicable. The information available is very educational about these monkeys.. The little ones are adorable!
Asia,"We went there in our 2nd day
It was raining outside but still we have been able to see the monkeys so close .

Its nice to take kids there
"
Asia,This is not worth the effort. just a bunch of monkeys fooling around. the cost of entry is also quite high.
Asia,"A nice walk, lots of monkeys and 3 temples to see. A few souvenir shops there as well. A cafe was there in the main building."
Asia,"Definitely one of our favourite place visited. Our driver was great, and proposed this place amongst with few others, but this one was stunning. We spent time with the monkeys, on their natural habitat, just a beautiful moment, that we could do again and again ðŸ˜Š"
Asia,"This Sacred Monkey forest was the Highest recommend places to visit so hence went here. Tickets for me was IDR 100,000 per person which isnâ€™t too bad. You wonâ€™t find monkeys as soon as you enter the forest. Youâ€™ll have to go more further and youâ€™ll see a lot and lot of monkeys. 95 percent of the monkeys there were friendly and not scared. It was so nice to see them do stuff. In all, this is also a very beautiful forest. At some parts, it felt like a scene from a fairy tale. Itâ€™s thatâ€™s beautiful. However there are so many DONTâ€™s here. There are boards everywhere saying that â€œyou canâ€™t do thisâ€ â€œyou canâ€™t do thatâ€ â€œdonâ€™t go hereâ€. Like the staff in there were also not letting to enjoy. Anyways I would definitely recommend this place to visit if youâ€™re in Bali."
Asia,"I guess I expected it to be more impressive. It can be done in an hour if you take your time. Be careful, the monkeys are aggressive. Several times they jumped on visitors."
Asia,"This is fun spot if you like animals in general and monkeys in particular. If you are frightened by animals who are free and not in cages this isnâ€™t the place for you.

The sanctuary is a beautiful forest within the city. Itâ€™s full of ancient trees, sculptures and fountains.

You have to follow the rules and not disturb the animals as they are unpredictable. They can jump on you or try grabbing one of your belongings.

Kids will love it!"
Asia,That's how I felt at the forest. It was very beautiful and the monkeys are not annoying. They would still grab somethings if tempted. The art work and sculptures are very interesting. We spent about two hours walking around and went to centeral ubud. You can walk or use the shuttle bus to get there ðŸ•¶
Asia,"Monkeys are everywhere

Nothing special about this place.
I donâ€™t recommend visiting it, itâ€™s risky as the monkeys might attack you or stole your stuff."
Asia,"It was fun to see the monkeys however the forest is too small in my opinion and it was limited, given the time it took us in Baliâ€™s traffic I donâ€™t think it was worth visiting.

"
Asia,"Monkeys are everywhere inside this jungle with huge numbers. They are funny ðŸ™‚
You can see them doing funny stuff.
You can see their spike hair style ðŸ˜¬"
Asia,"Dana was our driver and guide.
He is very punctual and friendly.
Always attentive and knowledgeable which makes our trips more interesting.

Great to have Dana showing us around."
Asia,"I had a perception that Monkey Forest was just a park. But it was much more than that. It's monkey sanctuary with beautiful bridges, huge trees and monkeys.

The place has many photos spots and a different experience from other tourists attractions in Bali.

Tips
Carry mosquitoes repellent. Also donâ€™t engage with monkeys."
