customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn;
5424-RLQLC;Male;0;0;0;10;1;DSL;0;1;0;0;1;0;Month-to-month;1;Mailed check;5965;63895;0;0.959047962
7061-OVMIM;Female;0;1;1;30;1;No;0;0;0;0;0;0;One year;0;Bank transfer (automatic);1955;6085;0;0.045444752
4709-LKHYG;Female;0;1;1;29;1;No;0;0;0;0;0;0;One year;0;Electronic check;20;54005;0;0.716587236
7586-ZATGZ;Male;0;0;0;40;1;Fiber optic;0;0;0;0;1;0;Month-to-month;1;Electronic check;849;336905;0;0.641937021
5150-LJNSR;Male;0;1;1;31;1;Fiber optic;1;0;1;0;1;0;One year;0;Bank transfer (automatic);9805;30821;0;0.407779663
0463-WZZKO;Male;0;0;0;3;1;No;0;0;0;0;0;0;Month-to-month;1;Credit card (automatic);2075;671;0;0.255955242
6976-BWGLQ;Female;0;1;1;72;1;No;0;0;0;0;0;0;Two year;0;Bank transfer (automatic);252;178735;0;0.352125132
1768-ZAIFU;Female;1;0;0;1;0;DSL;0;0;0;0;0;0;Month-to-month;1;Electronic check;252;252;1;0.793579396
8388-FYNPZ;Male;0;0;0;4;1;DSL;1;0;1;0;0;0;Month-to-month;0;Electronic check;5675;24515;0;0.046515574
5375-XLDOF;Male;0;1;1;69;1;Fiber optic;1;1;1;1;1;1;Two year;1;Bank transfer (automatic);11435;76658;0;0.238600179
4183-MYFRB;Female;0;0;0;21;1;Fiber optic;0;1;1;0;0;1;Month-to-month;1;Electronic check;9005;18629;0;0.537095778
1230-QAJDW;Male;0;0;0;3;1;DSL;0;0;0;1;1;0;Month-to-month;1;Mailed check;6525;2099;0;0.208655074
2097-YVPKN;Male;0;0;0;65;1;No;0;0;0;0;0;0;Two year;0;Mailed check;2575;165475;0;0.521135348
7302-ZHMHP;Female;0;0;0;1;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;1915;1915;0;0.843967865
6035-BXTTY;Female;1;0;0;32;1;DSL;0;1;0;1;0;0;Month-to-month;0;Bank transfer (automatic);5465;18301;0;0.444480167
5747-PMBSQ;Male;1;1;0;10;1;Fiber optic;0;1;1;1;1;0;Month-to-month;1;Mailed check;925;9341;1;0.421280029
8898-KASCD;Male;0;0;0;39;0;DSL;0;0;1;1;0;0;One year;0;Mailed check;3555;130915;0;0.655577169
2603-HVKCG;Male;0;0;0;31;1;Fiber optic;0;1;1;0;1;1;Month-to-month;1;Electronic check;1014;314365;0;0.626841578
2612-RANWT;Female;0;0;0;12;1;Fiber optic;0;0;1;0;1;1;Month-to-month;1;Bank transfer (automatic);10015;11643;1;0.723054504
9030-QGZNL;Female;0;0;0;8;1;No;0;0;0;0;0;0;Two year;0;Mailed check;2085;16165;0;0.912479938
1841-YSJGV;Male;0;1;0;72;1;Fiber optic;1;1;0;1;1;1;Two year;1;Credit card (automatic);10995;78524;0;0.403428029
3296-SILRA;Female;1;1;0;1;1;Fiber optic;0;1;0;0;0;0;Month-to-month;1;Mailed check;764;764;1;0.870245571
9584-EXCDZ;Female;0;0;0;17;1;Fiber optic;0;0;0;0;0;0;Month-to-month;0;Bank transfer (automatic);705;11656;0;0.414311025
6702-OHFWR;Male;1;0;0;1;0;DSL;0;1;1;0;0;1;Month-to-month;1;Electronic check;433;433;1;0.441687692
0056-EPFBG;Male;0;1;1;20;0;DSL;1;0;1;1;0;0;Two year;1;Credit card (automatic);394;8254;0;0.333768548
5692-FPTAH;Female;0;0;0;1;1;DSL;0;0;0;0;0;0;Month-to-month;1;Mailed check;454;454;1;0.06891933
0334-ZFJSR;Female;0;1;0;55;1;DSL;1;1;0;1;0;0;One year;1;Credit card (automatic);6605;34621;0;0.892906959
5063-IUOKK;Male;0;0;0;13;1;No;0;0;0;0;0;0;Two year;0;Mailed check;1975;26575;0;0.953712894
9208-OLGAQ;Female;1;0;0;18;1;Fiber optic;0;0;1;0;0;1;Month-to-month;1;Electronic check;8495;144365;0;0.40467212
8701-DGLVH;Male;0;0;0;51;1;No;0;0;0;0;0;0;Two year;0;Mailed check;2045;104265;0;0.47727135
0929-HYQEW;Male;0;0;0;3;1;DSL;1;0;0;0;0;0;Month-to-month;1;Mailed check;5015;16085;0;0.125818402
1319-YLZJG;Male;0;1;0;12;1;Fiber optic;1;1;1;0;0;0;Month-to-month;1;Electronic check;846;9599;0;0.999530092
3097-PYWXL;Female;0;1;1;4;1;No;0;0;0;0;0;0;Month-to-month;1;Electronic check;1995;829;0;0.093008439
2845-AFFTX;Male;1;1;0;41;1;Fiber optic;0;0;1;0;1;1;Month-to-month;1;Electronic check;998;42593;1;0.867555902
8676-OOQEJ;Male;0;0;0;4;0;DSL;0;0;0;1;0;0;Month-to-month;0;Electronic check;305;1184;0;0.730084371
4623-ZKHLY;Male;0;1;0;22;1;No;0;0;0;0;0;0;Month-to-month;1;Bank transfer (automatic);2045;47155;0;0.693740087
1757-TCATG;Male;0;1;1;35;1;No;0;0;0;0;0;0;One year;0;Bank transfer (automatic);2005;74675;0;0.235047939
9601-BRXPO;Female;0;1;0;25;1;Fiber optic;0;0;1;1;1;1;Month-to-month;1;Bank transfer (automatic);10495;25665;1;0.030160865
9300-AGZNL;Male;1;0;0;1;1;Fiber optic;0;0;0;0;1;1;Month-to-month;1;Electronic check;94;94;1;0.29583093
2371-KFUOG;Male;0;0;0;58;1;Fiber optic;1;1;0;0;1;1;One year;0;Bank transfer (automatic);9915;572095;0;0.680243619
5593-SUAOO;Female;0;1;1;24;1;Fiber optic;0;1;1;0;0;0;One year;0;Bank transfer (automatic);8315;203305;0;0.317682088
1157-BQCUW;Male;0;0;0;1;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;7495;7495;1;0.689520754
1534-OULXE;Female;0;1;1;61;1;DSL;1;0;0;0;0;0;One year;1;Bank transfer (automatic);497;29614;0;0.193386789
9909-IDLEK;Male;0;1;1;20;1;Fiber optic;0;1;0;1;1;0;Month-to-month;0;Mailed check;968;18267;0;0.460568132
8007-YYPWD;Female;0;0;0;15;1;No;0;0;0;0;0;0;Two year;0;Bank transfer (automatic);2505;3691;0;0.169426757
9633-XQABV;Female;0;0;0;3;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;7025;2297;0;0.300963955
0581-BXBUB;Female;1;0;0;4;1;Fiber optic;0;1;0;0;0;0;Month-to-month;0;Electronic check;7275;31775;0;0.073455882
5671-RQRLP;Female;1;1;0;70;1;Fiber optic;0;0;0;0;0;0;Two year;1;Credit card (automatic);7565;54114;0;0.909380207
8189-HBVRW;Female;0;0;0;53;1;Fiber optic;1;1;1;0;0;0;Month-to-month;0;Electronic check;908;49212;0;0.715456353
0100-DUVFC;Male;1;1;0;70;1;Fiber optic;0;1;1;0;1;1;One year;1;Electronic check;1048;730895;0;0.421674321
7176-WIONM;Female;0;1;0;12;0;DSL;0;0;1;0;1;1;Month-to-month;1;Bank transfer (automatic);4985;61715;0;0.178060795
0537-QYZZN;Male;1;1;1;24;1;Fiber optic;1;0;0;0;0;0;Month-to-month;1;Electronic check;7985;185775;0;0.208418302
0191-ZHSKZ;Male;1;0;0;30;1;DSL;1;1;0;0;1;1;Month-to-month;1;Electronic check;7475;21113;0;0.441293838
0375-HVGXO;Female;0;0;0;1;0;DSL;0;0;0;0;1;0;Month-to-month;1;Electronic check;347;347;1;0.967314686
3795-CAWEX;Male;0;1;1;70;1;Fiber optic;1;1;1;1;1;1;Two year;1;Credit card (automatic);11655;81523;0;0.094374154
8679-LZBMD;Male;0;1;0;44;1;Fiber optic;0;0;0;0;1;1;One year;1;Bank transfer (automatic);9065;397415;0;0.700128467
1017-FBQMM;Female;0;1;1;62;1;Fiber optic;0;1;0;1;1;1;One year;1;Credit card (automatic);10605;67035;0;0.719061107
7577-SWIFR;Male;0;0;0;1;1;Fiber optic;0;0;0;0;1;1;Month-to-month;1;Electronic check;8925;8925;0;0.023123653
1475-VWVDO;Male;0;0;0;7;1;Fiber optic;0;0;1;0;0;0;Month-to-month;1;Electronic check;749;49055;0;0.429755847
5318-IXUZF;Female;0;0;0;2;1;Fiber optic;0;1;0;0;1;0;Month-to-month;1;Bank transfer (automatic);8715;18375;1;0.999748972
0754-UKWQP;Male;0;0;0;2;1;Fiber optic;0;0;1;0;1;1;Month-to-month;1;Electronic check;9585;1977;1;0.054470729
0142-GVYSN;Male;0;0;0;26;1;No;0;0;0;0;0;0;Month-to-month;1;Electronic check;203;51125;0;0.971427719
8565-CLBZW;Male;0;0;0;24;1;Fiber optic;0;0;1;0;1;0;Month-to-month;1;Mailed check;8985;216505;1;0.334086903
6928-ONTRW;Female;0;1;1;72;1;No;0;0;0;0;0;0;Two year;0;Credit card (automatic);197;13798;0;0.387190755
8133-ANHHJ;Female;1;0;0;49;1;Fiber optic;1;1;1;1;0;1;One year;0;Bank transfer (automatic);103;51662;0;0.861539755
0778-NELLA;Male;0;0;0;9;0;DSL;0;0;0;0;1;0;Month-to-month;1;Credit card (automatic);347;2961;1;0.388097339
3082-YVEKW;Female;0;1;1;23;1;DSL;1;0;1;1;1;0;Two year;1;Bank transfer (automatic);7715;17594;0;0.842822095
0365-BZUWY;Male;0;1;0;17;1;Fiber optic;0;1;1;0;1;1;Month-to-month;1;Electronic check;10255;17425;0;0.566455388
4745-LSPLO;Male;0;0;0;1;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;205;205;1;0.089191609
5993-JSUWV;Female;0;0;0;66;1;DSL;1;1;1;0;0;0;Two year;1;Bank transfer (automatic);6115;401745;0;0.147208367
7094-MSZAO;Male;0;1;1;10;1;No;0;0;0;0;0;0;Month-to-month;1;Credit card (automatic);2005;2185;0;0.119844227
2592-YKDIF;Female;0;0;0;1;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;2035;2035;0;0.089858518
4521-YEEHE;Female;0;1;0;18;1;Fiber optic;0;0;0;1;1;0;Month-to-month;1;Electronic check;8885;159475;0;0.320546212
3638-DIMPH;Female;0;1;0;13;1;DSL;0;0;0;0;0;0;One year;0;Electronic check;438;59265;0;0.385786509
5318-YKDPV;Male;0;1;1;43;1;DSL;1;0;1;1;1;1;Two year;1;Credit card (automatic);7915;35666;0;0.130544678
9611-CTWIH;Female;0;0;0;3;1;Fiber optic;0;0;0;0;1;1;Month-to-month;1;Electronic check;8945;24045;1;0.412917934
9578-FOMUK;Male;0;0;1;15;1;No;0;0;0;0;0;0;Month-to-month;1;Electronic check;248;32415;0;0.578633614
2075-PUEPR;Male;0;1;1;55;1;No;0;0;0;0;0;0;Two year;0;Bank transfer (automatic);1935;115325;0;0.912896292
0829-XXPLX;Female;0;0;0;20;1;Fiber optic;1;0;1;0;1;0;Month-to-month;1;Bank transfer (automatic);894;187115;0;0.179697711
9896-UYMIE;Male;0;0;0;66;1;Fiber optic;1;1;1;1;1;1;One year;1;Bank transfer (automatic);1143;73837;0;0.862723315
8182-PNAGI;Male;0;0;0;12;1;DSL;0;0;0;1;0;0;Month-to-month;0;Bank transfer (automatic);5025;59375;1;0.707705286
0376-YMCJC;Male;0;0;0;23;1;Fiber optic;0;0;0;1;1;0;Month-to-month;1;Electronic check;906;19432;1;0.679851589
4441-NIHPT;Female;1;0;0;13;1;Fiber optic;0;0;1;0;0;0;Month-to-month;1;Electronic check;743;94035;1;0.492101206
0786-VSSUD;Male;1;0;0;16;0;DSL;0;1;0;0;1;0;Month-to-month;1;Mailed check;39;67985;1;0.8229778
3638-VBZTA;Male;0;0;1;68;1;DSL;1;1;0;1;1;1;Two year;1;Bank transfer (automatic);865;588275;0;0.683307367
6772-KSATR;Male;0;0;0;1;1;Fiber optic;1;0;0;0;0;0;Month-to-month;1;Electronic check;817;817;1;0.498904885
7734-DBOAI;Female;0;1;1;1;0;DSL;0;0;0;1;1;0;Month-to-month;0;Electronic check;401;401;1;0.788565639
1469-LBJQJ;Female;0;1;0;66;1;Fiber optic;0;1;1;0;1;1;Month-to-month;1;Electronic check;1052;693685;0;0.364504812
5564-NEMQO;Female;1;0;0;1;1;Fiber optic;0;0;1;0;0;0;Month-to-month;1;Bank transfer (automatic);753;753;1;0.960826645
1705-GUHPV;Female;0;0;0;63;1;No;0;0;0;0;0;0;Two year;0;Mailed check;242;16182;0;0.914911007
7515-LODFU;Male;1;0;0;69;1;No;0;0;0;0;0;0;Two year;0;Credit card (automatic);203;13563;0;0.779977376
2933-FILNV;Female;0;1;1;2;0;DSL;0;0;0;0;0;0;Month-to-month;1;Mailed check;244;3655;1;0.719841554
5060-TQUQN;Male;0;1;1;30;1;Fiber optic;0;1;0;1;0;0;Month-to-month;1;Bank transfer (automatic);8355;25702;0;0.156863927
2085-JVGAD;Male;0;1;0;37;1;No;0;0;0;0;0;0;Month-to-month;0;Bank transfer (automatic);2035;69765;0;0.036861198
0378-CJKPV;Female;0;1;0;72;1;Fiber optic;1;1;1;1;1;1;Two year;0;Credit card (automatic);1121;796595;0;0.589334675
5006-MXVRN;Female;0;0;0;39;1;No;0;0;0;0;0;0;Two year;0;Credit card (automatic);207;76245;0;0.153445216
9210-IAHGH;Female;0;0;0;7;1;DSL;0;0;0;1;1;1;Month-to-month;1;Credit card (automatic);7075;4508;1;0.018768547
9142-XMYJH;Female;0;0;0;29;1;No;0;0;0;0;0;0;Month-to-month;0;Credit card (automatic);1935;6016;0;0.727516563
2398-YPMUR;Female;1;1;0;13;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;7015;91675;1;0.176421724
4566-QVRRW;Female;0;1;0;11;1;DSL;0;0;0;0;0;0;Month-to-month;1;Electronic check;4405;4837;1;0.202145219
6169-PPETC;Male;0;1;1;35;1;No;0;0;0;0;0;0;Two year;0;Bank transfer (automatic);205;75935;0;0.231582513
3701-SFMUH;Male;0;1;1;7;1;DSL;1;0;0;0;1;1;Month-to-month;0;Credit card (automatic);697;51615;0;0.42321882
3030-YDNRM;Male;0;0;0;8;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;7485;57245;0;0.953598757
4676-WLUHT;Male;0;0;0;54;0;DSL;1;1;0;0;0;1;Two year;0;Bank transfer (automatic);462;243195;0;0.195577436
1159-WFSGR;Female;0;1;1;16;1;No;0;0;0;0;0;0;Month-to-month;0;Electronic check;204;3214;0;0.019506493
0301-FIDRB;Female;0;1;1;72;0;DSL;1;1;1;1;1;1;Two year;1;Bank transfer (automatic);638;46843;0;0.034392724
7779-ORAEL;Male;1;1;0;45;1;DSL;1;0;1;1;0;1;Two year;0;Credit card (automatic);7515;348035;0;0.577179593
2265-CYWIV;Female;1;1;0;4;1;Fiber optic;1;0;0;0;1;1;Month-to-month;1;Electronic check;996;34765;1;0.133079852
0980-PVMRC;Female;0;1;1;40;0;DSL;0;1;0;0;1;1;Month-to-month;1;Electronic check;5085;203655;0;0.567205199
9095-HFAFX;Female;0;0;0;5;1;Fiber optic;0;0;0;0;1;0;Month-to-month;1;Credit card (automatic);81;3896;1;0.945158393
4291-TPNFG;Male;0;1;0;72;1;DSL;1;1;1;1;0;1;Two year;1;Bank transfer (automatic);823;598055;0;0.95060106
6286-SUUWT;Male;0;0;0;1;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;1995;1995;0;0.947239065
8098-TDCBU;Female;0;1;0;42;1;No;0;0;0;0;0;0;Two year;0;Electronic check;2525;11082;0;0.206880122
0946-FKYTX;Male;0;0;0;52;0;DSL;0;1;0;0;0;0;One year;0;Mailed check;301;16234;0;0.025593507
1849-RJYIG;Female;0;0;0;8;1;DSL;1;0;0;0;1;0;Month-to-month;1;Electronic check;60;48775;0;0.083277917
7176-WRTNX;Male;0;0;0;70;1;Fiber optic;1;1;1;1;1;1;Two year;1;Bank transfer (automatic);11495;771125;0;0.453212427
0812-WUPTB;Male;1;1;0;1;1;Fiber optic;0;0;0;0;0;0;Month-to-month;0;Mailed check;7085;7085;1;0.674282797
1357-MVDOZ;Male;0;1;1;11;1;DSL;0;0;1;0;1;0;Month-to-month;1;Bank transfer (automatic);5965;68325;0;0.321800053
0164-APGRB;Female;0;0;0;72;1;Fiber optic;1;1;1;1;1;1;Two year;1;Electronic check;1149;84967;0;0.603683397
7394-LWLYN;Female;0;0;0;2;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;7015;1238;0;0.018883583
0956-ACVZC;Female;0;0;0;54;1;Fiber optic;0;0;1;0;1;1;One year;1;Credit card (automatic);941;50609;0;0.998315218
8651-ENBZX;Female;1;0;0;60;1;Fiber optic;0;0;1;1;1;1;One year;1;Electronic check;106;64414;1;0.484460756
1260-TTRXI;Male;0;0;0;4;1;DSL;0;0;0;0;0;1;Month-to-month;0;Electronic check;543;1953;1;0.984192161
6147-CBCRA;Female;0;1;0;33;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;2005;66945;0;0.944391982
2952-QAYZF;Male;0;0;0;5;1;Fiber optic;0;1;1;0;0;0;Month-to-month;1;Electronic check;853;42415;1;0.025592946
3486-KHMLI;Male;0;0;1;21;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;247;46715;0;0.526010264
6060-QBMGV;Male;0;1;0;70;1;No;0;0;0;0;0;0;Two year;0;Credit card (automatic);1985;14338;0;0.811507086
8402-OOOHJ;Female;0;0;0;41;1;No;0;0;0;0;0;0;Two year;0;Mailed check;2065;83515;0;0.066394211
4816-OKWNX;Male;0;1;1;50;1;Fiber optic;0;1;1;1;1;1;One year;1;Bank transfer (automatic);1034;52364;0;0.786706397
3682-YEUWS;Male;0;1;1;10;1;No;0;0;0;0;0;0;Month-to-month;1;Mailed check;244;2539;0;0.047958041
0924-BJCRC;Female;1;1;0;60;1;Fiber optic;0;1;0;0;0;1;Month-to-month;0;Electronic check;8945;52946;0;0.216557816
6161-UUUTA;Male;1;0;0;3;1;Fiber optic;0;0;0;0;1;0;Month-to-month;1;Electronic check;799;2609;1;0.861133651
3740-RLMVT;Male;1;1;0;67;1;DSL;1;1;0;1;0;0;One year;1;Bank transfer (automatic);6095;41194;0;0.196017692
8111-BKVDS;Female;0;0;0;10;0;DSL;1;1;1;0;0;0;Month-to-month;0;Bank transfer (automatic);407;4493;0;0.222342052
7576-OYWBN;Male;1;0;0;3;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;7605;2318;1;0.482235512
7746-AWNQW;Female;0;0;0;28;0;DSL;0;0;1;1;0;0;Month-to-month;1;Mailed check;3575;9614;0;0.274209638
6229-UOLQL;Male;0;1;1;56;0;DSL;1;1;0;1;1;0;One year;1;Mailed check;52;28849;0;0.05757204
7872-BAAZR;Female;0;1;1;53;1;No;0;0;0;0;0;0;One year;0;Bank transfer (automatic);1955;10079;0;0.993381732
1089-XZWHH;Female;0;1;1;24;1;No;0;0;0;0;0;0;Two year;1;Mailed check;197;49405;0;0.086669963
8084-OIVBS;Female;0;0;0;11;1;No;0;0;0;0;0;0;One year;0;Mailed check;20;21195;0;0.980836678
4929-XIHVW;Male;1;1;0;2;1;Fiber optic;0;0;1;0;1;1;Month-to-month;1;Credit card (automatic);955;18165;0;0.895369258
3572-UOLYZ;Female;0;0;1;46;1;Fiber optic;0;0;1;1;0;0;Month-to-month;1;Bank transfer (automatic);848;395885;0;0.844615853
1927-QEWMY;Female;0;1;0;72;1;No;0;0;0;0;0;0;Two year;0;Credit card (automatic);205;150225;0;0.188162993
2886-KEFUM;Female;0;1;0;63;1;Fiber optic;0;1;1;0;1;1;One year;1;Electronic check;1075;687375;1;0.939464799
1029-QFBEN;Male;0;0;0;1;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;1955;1955;1;0.351963888
2239-CGBUZ;Female;0;1;0;51;1;DSL;1;1;0;1;0;0;One year;1;Bank transfer (automatic);605;314515;0;0.301605974
0519-DRGTI;Female;0;1;1;20;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;2035;4426;0;0.613120469
6119-SPUDB;Male;0;0;0;46;0;DSL;1;0;1;1;0;0;Two year;0;Mailed check;3825;175535;0;0.201911447
7508-MYBOG;Male;0;1;0;14;1;Fiber optic;0;0;0;0;1;0;Month-to-month;1;Electronic check;861;123555;1;0.902804298
7242-EDTYC;Male;0;0;1;44;1;No;0;0;0;0;0;0;Two year;0;Bank transfer (automatic);1955;81995;0;0.98201494
1494-EJZDW;Female;0;1;1;10;1;No;0;0;0;0;0;0;Two year;0;Mailed check;2015;2208;0;0.93468068
5206-XZZQI;Male;0;0;0;53;1;Fiber optic;0;1;0;1;0;0;Month-to-month;1;Mailed check;806;43481;0;0.654487672
1092-WPIVQ;Female;0;1;1;18;1;No;0;0;0;0;0;0;Two year;0;Mailed check;251;42845;0;0.827210772
1926-QUZNN;Female;0;1;0;72;1;No;0;0;0;0;0;0;Two year;1;Bank transfer (automatic);2525;18412;0;0.337431187
7854-EKTJL;Female;0;0;1;2;1;No;0;0;0;0;0;0;Month-to-month;1;Electronic check;196;3585;1;0.603629887
5614-DNZCE;Female;0;0;0;58;1;DSL;1;1;1;1;0;0;Two year;1;Credit card (automatic);649;379545;0;0.790553167
2018-QKYGT;Male;0;1;1;1;1;Fiber optic;0;0;0;0;0;1;Month-to-month;1;Electronic check;8105;8105;0;0.899365519
5115-GZDEL;Male;0;0;1;72;0;DSL;1;1;1;1;1;1;Two year;0;Credit card (automatic);672;46717;0;0.298819053
4976-LNFVV;Male;1;1;0;19;0;DSL;0;1;1;0;0;0;Month-to-month;1;Credit card (automatic);343;57715;0;0.344363204
3179-GBRWV;Male;1;1;0;21;1;DSL;1;1;0;0;0;1;Month-to-month;1;Bank transfer (automatic);6495;13398;0;0.642791289
2139-FQHLM;Male;0;0;0;19;1;Fiber optic;0;0;1;1;1;0;Month-to-month;0;Mailed check;8995;16824;0;0.560293817
5447-WZAFP;Female;0;0;0;53;1;Fiber optic;0;1;1;0;1;1;One year;1;Mailed check;1003;52008;0;0.088060955
6303-KFWSL;Female;0;0;0;29;1;DSL;0;1;0;0;0;0;One year;1;Electronic check;5525;16202;0;0.736215563
1113-IUJYX;Female;0;1;0;14;1;Fiber optic;1;1;0;1;1;1;One year;0;Mailed check;10595;13489;1;0.634374856
2037-XJFUP;Male;0;1;0;33;1;Fiber optic;0;0;1;0;1;1;One year;1;Electronic check;958;303675;1;0.561828293
8205-MQUGY;Male;0;1;1;12;1;DSL;1;0;0;0;0;0;Month-to-month;1;Electronic check;492;57115;0;0.423024388
0945-TSONX;Female;0;1;1;47;1;DSL;1;1;0;1;1;1;Two year;1;Credit card (automatic);853;410725;0;0.286236814
1725-MIMXW;Male;0;0;1;1;1;No;0;0;0;0;0;0;Month-to-month;1;Mailed check;1945;1945;1;0.276985473
2754-SDJRD;Female;1;0;0;8;1;Fiber optic;0;0;0;1;1;1;Month-to-month;1;Credit card (automatic);10015;90855;0;0.890795875
9052-VKDUW;Female;1;1;0;65;1;Fiber optic;1;1;1;0;1;1;Month-to-month;1;Credit card (automatic);1094;722745;0;0.826049254
1228-ZLNBX;Male;0;0;0;21;1;Fiber optic;0;0;0;0;0;0;Month-to-month;0;Mailed check;753;15707;0;0.939414997
5103-MHMHY;Female;0;0;1;1;1;DSL;0;0;0;0;0;0;Month-to-month;0;Mailed check;4595;4595;1;0.689225555
7459-IMVYU;Male;0;0;0;38;1;DSL;1;1;1;1;0;0;Month-to-month;0;Electronic check;6995;265755;0;0.346220077
6743-HHQPF;Male;0;1;0;42;0;DSL;0;0;0;0;0;0;Month-to-month;1;Credit card (automatic);251;109715;0;0.638510477
4227-OJHAL;Female;0;1;1;68;1;DSL;1;1;1;0;1;0;One year;1;Credit card (automatic);73;5163;0;0.403713935
9065-ZCPQX;Male;0;1;0;72;1;DSL;1;1;1;1;0;1;Two year;0;Bank transfer (automatic);7885;576315;0;0.447685534
5223-UZAVK;Male;0;0;0;64;1;Fiber optic;1;1;0;0;1;1;One year;1;Credit card (automatic);1003;66038;0;0.715823987
3063-QFSZL;Female;0;0;0;1;1;DSL;0;0;0;0;0;1;Month-to-month;1;Electronic check;554;554;1;0.873298574
0071-NDAFP;Male;0;1;1;25;1;No;0;0;0;0;0;0;Two year;0;Credit card (automatic);255;6306;0;0.781494033
3987-KQDDU;Male;0;0;0;9;1;Fiber optic;1;0;0;0;0;0;Month-to-month;0;Electronic check;756;66155;0;0.260498538
7399-QHBJS;Female;0;1;1;72;1;DSL;1;1;0;1;0;0;Two year;0;Credit card (automatic);6675;47603;0;0.277395197
1724-BQUHA;Male;1;0;0;5;1;Fiber optic;0;0;0;0;1;1;Month-to-month;1;Electronic check;895;4777;1;0.471799513
0754-EEBDC;Male;0;1;1;4;1;No;0;0;0;0;0;0;Two year;0;Mailed check;199;7665;0;0.713750512
6243-OZGFH;Female;0;0;0;23;0;DSL;0;0;0;0;1;1;Month-to-month;1;Electronic check;4495;99685;0;0.606228094
3727-JEZTU;Female;0;0;0;1;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;204;204;0;0.465458691
6202-JVYEU;Male;0;0;0;9;1;No;0;0;0;0;0;0;One year;1;Electronic check;199;1646;0;0.38322351
7670-ZBPOQ;Female;0;1;0;58;1;DSL;1;0;0;1;0;0;One year;1;Bank transfer (automatic);6105;347875;0;0.831155699
5108-ADXWO;Male;0;0;0;11;1;Fiber optic;1;0;0;0;0;0;Month-to-month;1;Electronic check;735;79175;1;0.631536221
6296-DDOOR;Female;0;0;0;19;1;DSL;0;1;0;0;1;0;One year;0;Electronic check;582;104525;0;0.414405489
6283-GITPX;Male;0;0;1;71;1;DSL;1;1;1;1;1;0;Two year;1;Credit card (automatic);769;55227;0;0.965406344
7568-PODML;Male;0;0;0;1;0;DSL;0;0;0;0;1;1;Month-to-month;1;Mailed check;453;453;1;0.339083017
6900-PXRMS;Male;1;1;1;26;1;Fiber optic;0;1;1;0;1;1;Month-to-month;0;Electronic check;10575;271025;1;0.850745926
3237-AJGEH;Female;0;1;1;3;0;DSL;0;0;0;1;0;0;Month-to-month;1;Mailed check;31;9505;1;0.951824098
0947-IDHRQ;Female;0;0;0;7;1;Fiber optic;0;0;0;0;1;0;Month-to-month;1;Mailed check;803;5267;1;0.49184927
6210-KBBPI;Male;1;0;0;9;1;Fiber optic;0;1;0;0;1;1;Month-to-month;1;Credit card (automatic);9945;9194;1;0.367596933
0603-TPMIB;Female;0;1;1;59;1;No;0;0;0;0;0;0;Two year;0;Mailed check;2545;153405;0;0.540830006
4680-KUTAJ;Female;1;0;0;11;1;DSL;1;0;0;0;0;0;Month-to-month;1;Electronic check;556;5808;0;0.801840148
6339-TBELP;Male;0;0;0;71;1;Fiber optic;0;0;1;1;0;0;Two year;1;Credit card (automatic);864;6172;0;0.315504016
2682-KEVRP;Female;1;0;0;22;1;No;0;0;0;0;0;0;One year;1;Mailed check;2005;417;0;0.161288357
1821-BUCWY;Male;0;0;0;30;1;DSL;1;0;1;0;0;0;Two year;1;Mailed check;5565;165385;0;0.851136734
5062-CJJKH;Male;0;1;1;25;1;DSL;0;1;1;0;0;0;One year;0;Mailed check;5365;135545;0;0.52815388
7028-DVOIQ;Male;1;0;0;35;1;Fiber optic;0;0;1;0;1;1;Month-to-month;1;Electronic check;9905;33958;1;0.418280656
6575-SUVOI;Female;1;1;0;25;1;DSL;1;0;0;1;1;0;Month-to-month;1;Credit card (automatic);695;175265;0;0.909177743
9782-LGXMC;Female;0;1;1;49;1;DSL;1;0;1;1;0;0;Month-to-month;0;Bank transfer (automatic);6175;302415;0;0.780876929
6267-DCFFZ;Female;1;1;0;30;1;Fiber optic;0;1;0;0;1;0;Month-to-month;1;Electronic check;9005;26272;0;0.472620727
