customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
4676-MQUEA;Male;1;1;0;50;1;Fiber optic;1;1;1;0;1;0;One year;1;Bank transfer (automatic);1019;52655;0
8138-EALND;Male;0;0;0;15;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;1975;3116;0
3580-HYCSP;Male;0;1;1;72;1;Fiber optic;1;1;1;0;1;1;Two year;1;Bank transfer (automatic);1103;79669;0
1352-HNSAW;Female;0;1;1;72;1;Fiber optic;1;1;1;1;1;1;Two year;1;Bank transfer (automatic);1156;82204;0
2075-PUEPR;Male;0;1;1;55;1;No;0;0;0;0;0;0;Two year;0;Bank transfer (automatic);1935;115325;0
1982-FEBTD;Female;0;1;1;23;1;No;0;0;0;0;0;0;Two year;1;Credit card (automatic);256;51475;0
5301-GAUUY;Male;0;0;0;32;1;Fiber optic;0;1;0;0;0;0;Month-to-month;1;Bank transfer (automatic);8035;259615;1
5791-KAJFD;Female;0;1;1;56;1;DSL;1;0;1;0;0;1;One year;1;Bank transfer (automatic);6875;3808;0
2654-VBVPB;Female;0;0;0;1;1;No;0;0;0;0;0;0;Month-to-month;0;Bank transfer (automatic);199;199;0
1154-HYWWO;Male;0;0;0;38;1;DSL;1;1;0;1;1;0;One year;0;Mailed check;706;27082;0
2501-XWWTZ;Male;0;0;0;11;1;Fiber optic;0;0;0;0;0;0;Month-to-month;0;Electronic check;702;76005;0
3716-UVSPD;Male;0;0;0;1;1;DSL;0;0;0;1;0;0;Month-to-month;1;Electronic check;493;493;0
6815-ABQFQ;Male;0;1;0;56;1;Fiber optic;0;1;0;1;1;1;One year;1;Electronic check;10725;60333;0
7343-EOBEU;Male;0;1;0;3;1;No;0;0;0;0;0;0;Month-to-month;1;Mailed check;236;8905;0
3701-SFMUH;Male;0;1;1;7;1;DSL;1;0;0;0;1;1;Month-to-month;0;Credit card (automatic);697;51615;0
6103-LIANB;Male;0;1;1;59;1;Fiber optic;0;0;1;0;1;1;Two year;1;Credit card (automatic);995;586175;0
7319-VENRZ;Male;0;0;0;7;1;DSL;0;0;1;1;1;0;Month-to-month;0;Bank transfer (automatic);643;44595;0
5846-NEQVZ;Male;0;1;1;71;1;DSL;1;0;1;1;0;1;Two year;1;Credit card (automatic);7085;49734;0
6967-QIQRV;Male;0;1;1;15;1;Fiber optic;1;0;0;1;1;1;One year;0;Electronic check;1019;166725;0
5781-RFZRP;Male;0;1;0;71;1;DSL;1;1;0;1;1;0;Two year;0;Credit card (automatic);735;535775;0
0939-YAPAF;Female;0;0;0;35;1;Fiber optic;0;0;1;0;1;1;Month-to-month;1;Electronic check;10025;35276;1
0308-IVGOK;Female;0;0;0;11;0;DSL;0;1;1;1;0;0;One year;1;Credit card (automatic);404;4226;0
7293-LSCDV;Female;0;1;1;60;1;No;0;0;0;0;0;0;Two year;1;Credit card (automatic);1925;110325;0
7025-WCBNE;Male;1;0;0;47;1;DSL;0;1;0;1;0;0;Two year;0;Bank transfer (automatic);596;2754;0
5756-JYOJT;Female;0;0;0;11;1;DSL;0;0;1;1;0;1;One year;0;Credit card (automatic);649;69725;0
4710-FDUIZ;Male;0;1;0;56;1;Fiber optic;0;1;0;0;1;1;One year;0;Credit card (automatic);1003;561445;1
6030-REHUX;Female;1;1;0;28;1;Fiber optic;0;1;1;1;1;1;Month-to-month;1;Electronic check;11085;32044;0
9548-LIGTA;Male;0;1;0;61;1;DSL;1;1;0;1;1;1;Two year;1;Mailed check;8105;474765;0
5150-LJNSR;Male;0;1;1;31;1;Fiber optic;1;0;1;0;1;0;One year;0;Bank transfer (automatic);9805;30821;0
8270-RKSAP;Male;0;0;0;9;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;705;5979;0
6522-YRBXD;Male;1;1;0;35;1;Fiber optic;1;1;0;0;0;1;Month-to-month;1;Electronic check;9455;33654;0
2640-LYMOV;Male;0;0;0;2;1;No;0;0;0;0;0;0;Month-to-month;1;Mailed check;1965;388;0
1218-VKFPE;Female;0;1;1;12;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;19;23355;1
3627-FHKBK;Female;0;0;0;1;1;Fiber optic;1;0;0;0;0;0;Month-to-month;0;Mailed check;753;753;1
2865-TCHJW;Female;1;0;0;4;1;Fiber optic;0;0;1;0;1;0;Month-to-month;1;Electronic check;892;3462;1
1423-BMPBQ;Female;0;1;1;1;1;No;0;0;0;0;0;0;Month-to-month;1;Mailed check;19;19;0
2393-DIVAI;Female;0;0;0;3;1;No;0;0;0;0;0;0;Month-to-month;1;Mailed check;20;617;0
5192-EBGOV;Female;1;0;0;1;1;Fiber optic;0;0;0;0;1;0;Month-to-month;1;Electronic check;857;857;1
4568-KNYWR;Male;0;0;0;52;1;DSL;1;1;0;0;1;0;Two year;1;Credit card (automatic);6325;334245;0
8752-IMQOS;Male;0;1;1;5;1;No;0;0;0;0;0;0;One year;0;Mailed check;201;851;0
0742-LAFQK;Male;0;1;0;72;1;Fiber optic;1;1;1;0;0;1;Two year;1;Electronic check;9915;74221;0
0795-LAFGP;Male;0;1;1;71;1;DSL;1;1;1;1;1;1;Two year;0;Electronic check;904;666805;0
0619-OLYUR;Male;0;1;0;72;1;Fiber optic;1;0;1;1;1;1;Two year;1;Credit card (automatic);1119;807105;0
5512-IDZEI;Male;0;1;1;46;1;No;0;0;0;0;0;0;One year;0;Electronic check;249;11748;0
0459-SPZHJ;Male;0;1;1;63;1;DSL;1;1;1;0;1;1;Two year;0;Credit card (automatic);835;5435;0
0215-BQKGS;Male;0;0;0;30;1;Fiber optic;1;1;1;0;0;0;Month-to-month;1;Credit card (automatic);843;24386;0
9244-ZVAPM;Male;0;0;0;1;1;DSL;0;0;0;0;0;0;Month-to-month;0;Mailed check;456;456;0
0719-SYFRB;Female;0;0;0;12;1;DSL;1;0;1;1;0;0;Month-to-month;1;Mailed check;6165;71375;1
8208-EUMTE;Male;0;0;0;16;0;DSL;1;1;1;1;1;0;Two year;0;Mailed check;5485;91615;0
5172-MIGPM;Male;0;0;0;4;1;DSL;0;0;0;1;0;1;Month-to-month;0;Mailed check;6555;2372;0
1710-RCXUS;Male;0;1;0;51;1;Fiber optic;0;1;0;0;0;1;One year;1;Credit card (automatic);9035;461455;0
0374-FIUCA;Male;0;1;0;65;1;No;0;0;0;0;0;0;Two year;1;Credit card (automatic);204;141445;0
5839-SUYVZ;Male;0;0;0;16;1;Fiber optic;0;0;0;1;0;0;Month-to-month;1;Credit card (automatic);7455;11705;0
5173-ZXXXL;Male;0;0;0;2;1;No;0;0;0;0;0;0;One year;0;Mailed check;1995;477;0
1096-ADRUX;Female;0;1;1;66;1;Fiber optic;0;0;0;0;0;0;One year;1;Bank transfer (automatic);7425;485925;0
2001-MCUUW;Male;0;0;0;46;1;Fiber optic;0;1;1;1;1;1;Two year;0;Electronic check;10865;49032;0
2731-GJRDG;Female;0;0;0;32;1;Fiber optic;1;0;1;1;1;1;One year;1;Bank transfer (automatic);10955;3608;0
4723-BEGSG;Male;0;1;0;72;1;DSL;1;0;1;1;1;1;Two year;0;Credit card (automatic);8665;609425;0
6516-NKQBO;Male;0;1;1;38;1;DSL;1;0;1;1;1;1;Two year;0;Credit card (automatic);81;30849;0
8672-OAUPW;Male;0;0;1;51;1;DSL;0;0;0;1;0;0;One year;0;Credit card (automatic);4785;235675;0
8207-DMRVL;Male;0;1;1;72;1;Fiber optic;1;1;1;1;1;1;Two year;0;Bank transfer (automatic);11455;830605;0
3419-SNJJD;Female;1;1;0;65;1;Fiber optic;1;0;1;0;1;1;Month-to-month;0;Bank transfer (automatic);10525;67864;1
6543-CPZMK;Male;0;1;1;9;0;DSL;0;1;0;0;0;0;Month-to-month;1;Electronic check;2995;24895;1
4765-OXPPD;Female;0;1;1;9;1;DSL;1;1;1;1;0;0;Month-to-month;0;Mailed check;65;66305;1
2804-ETQDK;Male;0;0;1;66;1;No;0;0;0;0;0;0;Two year;0;Mailed check;2055;13571;0
6689-VRRTK;Female;1;0;0;44;1;Fiber optic;1;1;1;0;1;1;One year;1;Credit card (automatic);1098;486035;0
7138-GIRSH;Male;0;0;0;50;1;DSL;0;0;1;1;0;1;Two year;0;Bank transfer (automatic);695;34182;0
9396-ZSFLL;Female;0;0;0;15;1;DSL;0;0;0;0;0;0;Month-to-month;0;Mailed check;4885;6314;0
6464-KEXXH;Male;0;0;0;8;0;DSL;0;0;0;0;0;0;Month-to-month;1;Credit card (automatic);2525;1863;0
7134-MJPDY;Female;1;0;0;66;1;Fiber optic;0;0;1;1;1;1;One year;1;Credit card (automatic);10285;697675;0
5240-CAOYT;Female;0;0;0;57;1;Fiber optic;1;1;0;1;0;0;Month-to-month;1;Bank transfer (automatic);8755;488485;0
4059-IIEBK;Female;0;0;0;7;1;Fiber optic;0;1;0;0;0;0;Month-to-month;1;Bank transfer (automatic);7855;52295;0
4881-JVQOD;Male;1;1;1;10;0;DSL;0;0;0;0;0;1;Month-to-month;1;Bank transfer (automatic);3455;3626;0
0516-UXRMT;Female;0;0;0;62;1;Fiber optic;1;1;1;0;0;0;One year;1;Electronic check;9205;57558;0
4851-BQDNX;Male;0;1;1;40;1;Fiber optic;0;0;1;0;1;0;One year;1;Electronic check;8505;335565;0
5148-HKFIR;Female;0;0;0;20;1;No;0;0;0;0;0;0;Two year;0;Mailed check;197;40695;0
1009-IRMNA;Female;0;0;0;7;1;No;0;0;0;0;0;0;Month-to-month;0;Bank transfer (automatic);20;1376;1
3003-CMDUU;Female;0;1;0;25;1;Fiber optic;0;0;0;1;1;1;Month-to-month;1;Electronic check;9515;23957;0
5016-IBERQ;Male;0;1;0;23;1;Fiber optic;0;1;1;0;0;0;Month-to-month;0;Electronic check;8425;19681;0
6797-UCJHZ;Female;1;1;0;66;1;Fiber optic;0;1;1;0;1;1;One year;0;Credit card (automatic);1046;681945;0
2469-DTSGX;Female;1;0;0;72;1;Fiber optic;0;1;1;1;1;1;Two year;0;Electronic check;11165;794345;0
4554-YGZIH;Male;1;1;0;49;1;Fiber optic;0;1;0;0;0;1;Month-to-month;0;Credit card (automatic);9005;454725;1
5099-BAILX;Male;1;1;1;43;1;Fiber optic;0;1;1;1;1;1;Month-to-month;1;Bank transfer (automatic);11075;46879;1
9931-KGHOA;Female;0;1;0;46;1;DSL;1;0;0;0;0;0;Month-to-month;0;Bank transfer (automatic);55;247395;0
1775-KWJKQ;Male;0;1;1;72;1;DSL;1;1;1;1;1;1;Two year;0;Credit card (automatic);8985;65629;0
7665-VIGUD;Male;0;0;0;10;1;No;0;0;0;0;0;0;One year;0;Mailed check;2035;1763;0
9411-TPQQV;Female;0;0;0;40;0;DSL;1;0;0;1;1;1;One year;1;Bank transfer (automatic);5455;22362;0
7207-RMRDB;Female;0;1;1;65;1;Fiber optic;0;1;1;0;1;1;Month-to-month;1;Electronic check;1055;698565;1
7954-MLBUN;Male;0;0;0;31;1;Fiber optic;0;0;1;1;1;1;Two year;0;Bank transfer (automatic);9945;31099;0
2077-DDHJK;Female;0;1;0;68;1;DSL;1;1;1;1;0;0;Two year;0;Credit card (automatic);709;491135;0
4913-EHYUI;Male;1;1;1;56;1;Fiber optic;1;0;1;0;1;1;One year;1;Bank transfer (automatic);10455;579465;1
0195-IESCP;Male;0;1;0;10;1;Fiber optic;0;0;0;0;0;1;Month-to-month;1;Electronic check;8525;8553;1
9574-BOSMD;Male;0;1;1;68;1;No;0;0;0;0;0;0;Two year;0;Bank transfer (automatic);254;16202;0
4580-TMHJU;Female;0;1;1;43;1;DSL;0;0;0;0;1;0;Month-to-month;0;Electronic check;5615;24993;1
0970-ETWGE;Male;0;0;0;1;1;Fiber optic;0;0;0;0;1;1;Month-to-month;1;Electronic check;8955;8955;1
4908-XAXAY;Female;1;0;0;49;1;Fiber optic;0;1;1;0;0;1;One year;1;Bank transfer (automatic);8985;42872;0
8404-VLQFB;Female;0;1;1;15;1;No;0;0;0;0;0;0;Month-to-month;1;Electronic check;2525;39485;0
1626-ERCMM;Male;1;1;0;20;1;Fiber optic;0;0;0;0;1;1;Month-to-month;1;Electronic check;9455;189965;1
0887-HJGAR;Male;0;0;0;1;1;DSL;0;0;0;0;0;0;Month-to-month;1;Mailed check;457;457;1
2391-IPLOP;Male;0;1;1;50;1;DSL;0;0;1;1;1;0;One year;1;Electronic check;6965;344215;0
5644-PDMZC;Female;1;0;0;2;1;Fiber optic;0;1;0;0;0;1;Month-to-month;0;Electronic check;895;1615;1
3509-GWQGF;Male;1;0;0;24;1;Fiber optic;0;0;0;0;0;0;Month-to-month;0;Credit card (automatic);70;17326;0
9576-ANLXO;Female;0;0;0;3;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Bank transfer (automatic);6955;2223;1
2024-BASKD;Female;0;0;0;1;1;Fiber optic;0;0;1;0;0;0;Month-to-month;1;Mailed check;746;746;1
5845-BZZIB;Male;0;1;1;35;1;No;0;0;0;0;0;0;Two year;0;Mailed check;201;6553;0
1140-UKVZG;Female;0;0;0;17;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;248;47525;0
4160-AMJTL;Female;1;0;0;8;1;No;0;0;0;0;0;0;Month-to-month;0;Electronic check;1965;1643;1
5183-SNMJQ;Male;0;0;0;10;1;Fiber optic;0;0;0;1;1;1;Month-to-month;1;Credit card (automatic);951;8651;0
8100-PNJMH;Male;0;1;1;68;1;DSL;1;1;1;1;1;1;Two year;1;Credit card (automatic);8885;61327;0
7838-LAZFO;Male;0;1;0;45;1;DSL;1;1;1;0;1;1;One year;0;Bank transfer (automatic);788;35975;0
4464-JCOLN;Male;0;1;1;2;1;No;0;0;0;0;0;0;One year;0;Mailed check;1985;359;1
2085-JVGAD;Male;0;1;0;37;1;No;0;0;0;0;0;0;Month-to-month;0;Bank transfer (automatic);2035;69765;0
5650-VDUDS;Female;0;0;0;4;0;DSL;0;0;0;0;0;0;Month-to-month;1;Mailed check;2425;9605;1
8095-WANWK;Female;0;0;0;10;1;DSL;0;0;0;0;0;0;Month-to-month;0;Mailed check;4525;4287;0
3030-ZKIWL;Male;0;0;0;1;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;2005;2005;0
9565-FLVCG;Male;0;1;1;65;1;DSL;1;1;0;0;0;1;Two year;1;Mailed check;6955;445915;0
8755-OGKNA;Female;0;1;1;57;1;No;0;0;0;0;0;0;Two year;0;Bank transfer (automatic);195;11676;0
2800-VEQXM;Female;0;0;0;3;1;Fiber optic;0;0;1;0;0;0;Month-to-month;1;Mailed check;7475;2381;0
7538-GWHML;Female;0;0;0;2;1;Fiber optic;0;0;0;0;0;0;Month-to-month;0;Electronic check;6965;14515;1
5533-RJFTJ;Male;0;0;0;49;0;DSL;0;0;1;0;0;0;Month-to-month;1;Bank transfer (automatic);302;14531;0
3859-CVCET;Female;0;0;0;4;1;DSL;0;0;0;0;0;0;Month-to-month;0;Mailed check;4565;19105;1
0214-JHPFW;Female;0;1;0;70;0;DSL;0;1;1;1;1;1;Two year;0;Bank transfer (automatic);578;40393;0
5642-MHDQT;Female;0;1;1;53;1;No;0;0;0;0;0;0;One year;1;Bank transfer (automatic);1985;103945;0
3088-FVYWK;Male;0;1;1;53;1;No;0;0;0;0;0;0;Two year;0;Credit card (automatic);2555;13361;0
3276-HDUEG;Female;0;0;0;1;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Mailed check;7505;7505;1
9092-GDZKO;Male;0;0;0;22;1;No;0;0;0;0;0;0;Month-to-month;1;Credit card (automatic);2485;4934;0
0823-HSCDJ;Male;1;0;0;52;0;DSL;0;1;0;0;1;1;Month-to-month;1;Electronic check;4915;25509;1
3729-OWRVL;Male;1;0;0;65;1;Fiber optic;1;0;1;1;1;1;Two year;1;Electronic check;11035;724615;0
2324-AALNO;Female;0;0;0;48;1;No;0;0;0;0;0;0;One year;0;Bank transfer (automatic);2455;120395;0
0822-GAVAP;Female;0;0;0;2;0;DSL;0;0;0;0;0;1;Month-to-month;1;Electronic check;347;6225;1
5760-IFJOZ;Male;0;0;0;3;1;Fiber optic;0;1;1;0;1;1;Month-to-month;0;Mailed check;10795;3136;0
2826-UWHIS;Male;0;1;0;45;1;Fiber optic;0;1;0;0;0;0;Month-to-month;0;Bank transfer (automatic);814;377585;0
1448-PWKYE;Male;0;1;1;1;1;Fiber optic;0;0;0;0;0;1;Month-to-month;0;Electronic check;80;80;1
7501-IWUNG;Female;0;1;1;61;1;DSL;0;0;1;1;1;1;Two year;1;Bank transfer (automatic);738;461605;0
4957-TREIR;Male;0;0;0;3;1;DSL;1;0;0;1;1;0;Month-to-month;1;Credit card (automatic);644;19565;0
7251-LJBQN;Female;1;0;0;40;1;Fiber optic;0;0;1;1;1;1;One year;1;Credit card (automatic);10375;41884;0
8040-MNRTF;Female;0;0;0;1;1;Fiber optic;0;0;0;0;0;0;Month-to-month;0;Mailed check;711;711;0
1536-HBSWP;Female;0;0;0;1;1;DSL;0;0;0;1;0;0;Month-to-month;1;Electronic check;499;499;0
5313-FPXWG;Male;0;0;0;51;1;No;0;0;0;0;0;0;One year;1;Bank transfer (automatic);246;12664;0
0067-DKWBL;Male;1;0;0;2;1;DSL;1;0;0;0;0;0;Month-to-month;1;Electronic check;4925;911;1
0946-FKYTX;Male;0;0;0;52;0;DSL;0;1;0;0;0;0;One year;0;Mailed check;301;16234;0
5076-YVXCM;Male;0;0;0;51;1;Fiber optic;0;0;0;0;0;1;Month-to-month;0;Bank transfer (automatic);834;414945;0
8262-COGGB;Male;0;0;0;1;1;No;0;0;0;0;0;0;Month-to-month;1;Mailed check;2045;2045;0
6663-JOCQO;Male;0;1;1;31;1;DSL;1;1;0;1;0;1;One year;1;Bank transfer (automatic);7525;23445;0
9620-QJREV;Male;0;0;1;47;1;No;0;0;0;0;0;0;One year;0;Credit card (automatic);2055;101305;0
2276-YDAVZ;Female;0;0;0;3;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Credit card (automatic);751;2707;1
2682-KEVRP;Female;1;0;0;22;1;No;0;0;0;0;0;0;One year;1;Mailed check;2005;417;0
2480-JZOSN;Female;0;1;0;1;1;No;0;0;0;0;0;0;Month-to-month;1;Mailed check;2065;2065;0
0078-XZMHT;Male;0;1;0;72;1;DSL;0;1;1;1;1;1;Two year;1;Bank transfer (automatic);8515;63162;0
5896-NPFWW;Male;0;1;1;3;1;DSL;0;0;1;0;0;0;Month-to-month;1;Electronic check;5015;16815;1
9978-HYCIN;Male;1;1;1;47;1;Fiber optic;0;1;0;0;1;0;One year;1;Bank transfer (automatic);8495;401805;0
8338-QIUNR;Male;0;1;1;72;1;DSL;1;0;1;1;0;0;Two year;1;Credit card (automatic);665;48116;0
1525-LNLOJ;Male;0;1;1;66;1;DSL;0;0;1;0;1;0;Two year;1;Bank transfer (automatic);633;41897;0
9450-TRJUU;Male;0;0;0;35;1;Fiber optic;0;0;0;0;1;0;Month-to-month;0;Electronic check;8315;284845;0
1766-GKNMI;Male;0;0;0;29;1;Fiber optic;0;0;0;0;0;1;Month-to-month;1;Electronic check;849;25162;0
6942-LBFDP;Female;0;0;0;2;1;No;0;0;0;0;0;0;Month-to-month;1;Mailed check;2055;336;0
1456-TWCGB;Male;0;0;0;4;1;DSL;0;1;0;0;0;0;Month-to-month;0;Mailed check;4925;20845;0
7133-VBDCG;Female;0;0;0;25;1;Fiber optic;1;1;0;0;0;0;Month-to-month;1;Bank transfer (automatic);7985;201535;1
7596-ZYWBB;Female;0;0;0;65;1;DSL;1;1;0;1;0;0;Two year;1;Mailed check;596;37398;0
8329-UTMVM;Male;1;0;0;27;1;Fiber optic;0;1;0;1;1;1;One year;1;Bank transfer (automatic);10465;2964;0
3014-WJKSM;Male;0;1;0;29;1;Fiber optic;0;0;1;0;0;0;Month-to-month;1;Credit card (automatic);753;22634;0
3347-YJZZE;Male;0;1;1;29;1;DSL;0;1;1;0;1;1;Month-to-month;0;Credit card (automatic);801;22118;0
1029-QFBEN;Male;0;0;0;1;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;1955;1955;1
7929-DMBCV;Female;0;1;0;20;1;Fiber optic;0;0;1;1;0;0;Month-to-month;1;Mailed check;81;16837;0
9661-JALZV;Female;0;0;0;58;1;No;0;0;0;0;0;0;Two year;1;Credit card (automatic);247;1519;0
5433-KYGHE;Female;0;0;1;14;1;Fiber optic;1;0;0;1;0;0;Month-to-month;1;Mailed check;86;116405;0
4312-KFRXN;Male;0;1;0;72;1;No;0;0;0;0;0;0;Two year;0;Mailed check;254;17109;0
5575-TPIZQ;Male;0;0;0;46;1;Fiber optic;1;0;0;0;1;0;Month-to-month;1;Credit card (automatic);8915;424555;0
0114-IGABW;Female;0;1;0;71;0;DSL;0;1;1;1;1;1;Two year;0;Bank transfer (automatic);5825;41459;0
9944-AEXBM;Male;0;0;0;32;1;Fiber optic;0;0;0;0;0;1;Month-to-month;1;Bank transfer (automatic);8565;26643;0
1853-ARAAQ;Female;0;0;0;26;0;DSL;0;0;1;0;1;1;Month-to-month;1;Credit card (automatic);5035;12775;0
6952-OMNWB;Male;1;1;0;68;1;Fiber optic;0;0;1;0;0;0;Month-to-month;1;Credit card (automatic);8035;55893;0
4697-LUPSU;Male;0;1;1;2;1;No;0;0;0;0;0;0;One year;0;Mailed check;202;3475;0
8434-VGEQQ;Male;0;1;1;61;1;No;0;0;0;0;0;0;Two year;0;Credit card (automatic);2055;130595;0
4952-YSOGZ;Female;0;1;1;4;1;Fiber optic;0;0;0;0;0;1;Month-to-month;1;Electronic check;8595;3813;1
1589-AGTLK;Male;0;0;0;3;1;DSL;0;0;0;0;0;0;Month-to-month;1;Electronic check;4535;1415;1
5244-IRFIH;Male;1;1;0;33;1;Fiber optic;0;0;0;0;1;1;Month-to-month;1;Electronic check;945;310555;1
6549-YMFAW;Male;1;1;0;9;1;No;0;0;0;0;0;0;Month-to-month;1;Mailed check;2125;20455;0
4950-HKQTE;Female;0;0;0;22;1;No;0;0;0;0;0;0;Two year;0;Mailed check;2625;6059;0
6786-OBWQR;Female;0;1;1;5;1;Fiber optic;0;0;0;0;1;0;Month-to-month;1;Electronic check;8085;3561;0
2684-EIWEO;Female;1;0;0;30;1;Fiber optic;1;1;1;0;0;0;Month-to-month;0;Credit card (automatic);917;275815;1
2753-JMMCV;Male;0;0;0;65;1;DSL;0;1;1;1;0;1;Two year;1;Credit card (automatic);742;480565;0
6439-GTPCA;Female;0;0;0;45;1;Fiber optic;0;0;1;1;0;0;Month-to-month;1;Electronic check;8725;39417;1
6621-YOBKI;Male;0;0;0;5;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;2035;9275;0
1216-JWVUX;Male;0;1;1;25;1;Fiber optic;0;1;0;0;0;0;Month-to-month;1;Electronic check;755;190105;0
7564-GHCVB;Female;0;1;1;72;1;Fiber optic;1;0;0;0;0;0;Two year;0;Bank transfer (automatic);7905;57307;0
1173-NOEYG;Female;0;1;0;27;1;Fiber optic;0;0;1;0;0;1;Month-to-month;0;Bank transfer (automatic);9015;24234;0
7595-EHCDL;Male;0;1;1;32;0;DSL;0;0;1;0;1;1;Month-to-month;0;Credit card (automatic);506;165345;0
6647-ZEDXT;Female;0;0;0;30;1;Fiber optic;0;1;1;1;1;1;One year;0;Credit card (automatic);11045;332705;0
2521-NPUZR;Male;0;1;0;70;1;Fiber optic;1;1;1;1;0;1;Two year;0;Credit card (automatic);101;70855;0
1307-TVUFB;Male;1;0;0;42;1;Fiber optic;0;1;0;0;0;0;Month-to-month;1;Bank transfer (automatic);7935;33441;0
7503-MIOGA;Female;1;1;0;72;1;DSL;1;1;1;1;1;1;Two year;1;Bank transfer (automatic);8985;669735;0
4381-MHQDC;Female;0;0;0;47;1;DSL;1;0;1;1;0;0;Two year;1;Mailed check;65;28799;0
6923-JHPMP;Female;0;0;0;2;1;Fiber optic;1;0;1;0;0;0;Month-to-month;1;Electronic check;8045;1371;0
5138-WVKYJ;Male;0;0;0;10;1;Fiber optic;1;0;0;0;1;1;Month-to-month;0;Electronic check;9855;100855;1
4018-PPNDW;Female;0;1;1;61;1;No;0;0;0;0;0;0;Two year;1;Mailed check;241;15516;0
1635-FJFCC;Female;0;0;0;5;1;DSL;0;0;0;0;0;0;Month-to-month;1;Credit card (automatic);4405;20215;0
2499-AJYUA;Female;1;1;0;72;1;Fiber optic;0;1;1;1;1;1;Two year;1;Credit card (automatic);1108;788225;0
6919-ELBGL;Male;1;1;1;72;1;Fiber optic;1;1;1;1;1;1;Two year;1;Bank transfer (automatic);11495;81964;0
3966-HRMZA;Female;1;0;0;3;1;Fiber optic;0;0;1;0;0;0;Month-to-month;0;Mailed check;7505;2029;0
6425-JWTDV;Male;0;1;0;48;1;No;0;0;0;0;0;0;Two year;0;Mailed check;1925;8551;0
8405-IGQFX;Female;0;0;0;63;1;Fiber optic;0;0;1;1;1;0;One year;1;Credit card (automatic);9005;5817;0
8224-IVVPA;Female;0;0;0;27;1;DSL;1;1;0;0;0;0;Month-to-month;1;Mailed check;567;165295;0
9477-LGWQI;Male;0;1;1;70;1;DSL;1;1;1;0;1;1;Two year;1;Credit card (automatic);8015;560015;0
1410-RSCMR;Male;0;1;1;7;1;DSL;1;0;1;1;0;1;Month-to-month;1;Credit card (automatic);7135;51575;0
3115-CZMZD;Male;0;0;1;0;1;No;0;0;0;0;0;0;Two year;0;Mailed check;2025;;0
0139-IVFJG;Female;0;1;0;2;1;Fiber optic;1;1;0;0;1;0;Month-to-month;0;Electronic check;9035;1905;0
6683-VLCTZ;Male;1;0;0;20;1;Fiber optic;0;0;1;0;1;1;Month-to-month;1;Electronic check;9855;18428;1
5730-DBDSI;Male;0;0;0;66;1;No;0;0;0;0;0;0;Two year;0;Bank transfer (automatic);197;12538;0
0030-FNXPP;Female;0;0;0;3;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;1985;572;0
2189-WWOEW;Female;0;0;1;15;1;Fiber optic;0;1;0;0;0;1;Month-to-month;1;Bank transfer (automatic);859;126955;1
5684-FJVYR;Female;0;1;1;72;1;Fiber optic;1;1;0;1;0;0;Two year;1;Bank transfer (automatic);9035;65634;0
4013-GUXND;Male;0;0;0;1;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;208;208;0
1894-IGFSG;Female;0;0;0;22;1;Fiber optic;0;0;0;0;1;1;Month-to-month;0;Electronic check;8925;190785;1
7379-POKDZ;Male;0;1;0;3;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;703;20885;1
1266-NZYUI;Female;0;1;1;72;1;DSL;1;0;1;1;0;0;Two year;0;Bank transfer (automatic);6685;47588;0
7969-FFOWG;Male;0;1;1;65;1;No;0;0;0;0;0;0;Two year;0;Mailed check;199;12926;0
4718-DHSMV;Female;0;0;0;11;0;DSL;0;0;0;0;1;0;Month-to-month;1;Mailed check;358;36315;0
5175-WLYXL;Male;0;0;0;22;1;Fiber optic;0;1;0;0;0;0;Month-to-month;1;Mailed check;7885;160025;0
7817-OMJNA;Male;0;0;0;14;1;No;0;0;0;0;0;0;One year;0;Bank transfer (automatic);204;2757;0
8728-SKJLR;Male;0;0;0;41;1;Fiber optic;0;0;0;1;0;0;Month-to-month;1;Electronic check;7425;30891;0
3137-NYQQI;Male;0;1;0;17;1;DSL;1;1;0;0;0;1;One year;0;Mailed check;648;11756;0
7706-DZNKK;Male;0;0;0;11;1;No;0;0;0;0;0;0;Month-to-month;1;Credit card (automatic);2045;2373;0
0236-HFWSV;Male;0;0;0;15;1;Fiber optic;0;0;0;0;1;1;Month-to-month;1;Electronic check;9335;144465;1
