budget;imdb_score
15000000;7.8
15000000;5.6
15000000;7.1
15000000;7.1
15000000;7.6
15000000;7.8
15000000;7.9
15000000;8.0
15000000;6.6
15000000;6.3
15000000;6.4
15000000;6.6
15000000;6.2
15000000;7.7
15000000;6.2
15000000;5.4
15000000;6.2
15000000;5.7
15000000;2.8
15000000;5.6
15000000;5.4
15000000;7.5
15000000;6.7
15000000;5.3
15000000;4.9
15000000;6.0
15000000;6.2
15000000;6.4
15000000;6.2
15000000;4.9
15000000;5.1
15000000;4.9
15000000;6.0
15000000;6.8
15000000;6.3
15000000;7.0
15000000;6.2
15000000;7.2
15000000;7.6
15000000;6.1
15000000;8.0
15000000;6.9
15000000;7.9
15000000;8.0
15000000;7.3
15000000;7.7
15000000;6.8
15000000;6.1
15000000;4.6
15000000;6.0
15000000;4.8
15000000;6.7
15000000;6.2
15000000;7.0
15000000;6.4
15000000;5.0
15000000;5.1
15000000;5.9
15000000;5.5
15000000;6.9
15000000;5.3
15000000;5.3
15000000;7.2
15000000;5.9
15000000;8.0
15000000;6.4
15000000;8.2
15000000;7.8
15000000;6.4
15000000;7.0
15000000;4.6
15000000;8.0
15000000;7.2
15000000;6.7
15000000;7.2
15000000;6.9
15000000;6.9
15000000;7.4
15000000;7.5
15000000;6.5
15000000;7.1
15000000;7.6
15000000;5.0
15000000;6.5
15000000;5.6
15000000;6.6
15000000;4.1
15000000;7.4
15000000;4.0
15000000;6.2
15000000;7.7
15000000;5.5
15000000;5.5
15000000;7.3
15000000;6.3
15000000;4.9
15000000;6.0
15000000;6.2
15000000;6.8
15000000;6.7
15000000;6.6
15000000;4.6
15000000;8.0
15000000;6.7
15000000;6.5
15000000;5.1
15000000;7.1
15000000;5.7
15000000;5.5
15000000;7.7
15000000;6.4
15000000;7.3
15000000;6.5
15000000;6.6
15300000;6.6
15500000;7.6
15500000;7.2
15500000;6.8
15500000;6.5
15500000;5.9
15600000;6.5
15600000;4.5
15800000;5.5
16000000;7.3
16000000;7.6
16000000;4.4
16000000;5.7
16000000;5.1
16000000;7.8
16000000;7.2
16000000;7.2
16000000;3.3
16000000;8.1
16000000;7.2
16000000;7.4
16000000;7.3
16000000;5.9
16000000;5.1
16000000;5.6
16000000;5.1
16000000;7.6
16000000;7.8
16000000;5.3
16000000;7.2
16000000;5.7
16000000;6.6
16000000;6.6
16000000;5.1
16000000;8.1
16000000;7.2
16000000;6.7
16000000;4.1
16000000;6.2
16000000;2.8
16000000;5.6
16000000;6.4
16000000;5.6
16000000;3.1
16000000;7.6
16000000;7.6
16000000;4.8
16000000;6.4
16000000;4.8
16000000;3.1
16000000;7.0
16000000;4.9
16000000;6.7
16000000;4.8
16400000;8.0
16500000;4.9
16500000;6.8
16500000;7.7
16500000;7.1
16500000;6.3
16800000;6.5
17000000;9.1
17000000;7.0
17000000;5.7
17000000;6.5
17000000;5.6
17000000;7.0
17000000;6.7
17000000;7.2
17000000;7.7
17000000;5.6
17000000;6.5
17000000;5.7
17000000;5.8
17000000;7.7
17000000;6.3
17000000;6.3
17000000;7.1
17000000;5.7
17000000;6.3
17000000;5.9
17000000;7.9
17000000;5.6
17000000;6.2
17000000;5.6
17000000;7.2
17000000;5.9
17000000;3.0
17000000;5.3
17000000;4.8
17000000;6.6
17000000;5.1
17000000;3.6
17000000;5.2
17000000;7.4
17000000;5.9
17000000;7.6
17000000;5.6
17000000;6.7
17000000;7.5
17000000;4.8
17000000;6.7
17000000;7.4
17000000;6.4
17000000;6.9
17000000;6.6
17000000;5.5
17000000;4.1
17000000;6.4
17000000;6.8
17000000;6.5
17000000;6.5
17500000;6.3
17500000;6.5
17500000;4.4
17500000;6.0
17700000;5.9
17900000;5.0
18000000;8.5
18000000;6.4
18000000;7.3
18000000;5.3
18000000;5.5
18000000;6.7
18000000;5.2
18000000;5.7
18000000;7.1
18000000;7.3
18000000;5.8
18000000;7.5
18000000;7.5
18000000;7.9
18000000;6.9
18000000;7.8
18000000;7.8
18000000;6.6
18000000;7.5
18000000;6.9
18000000;5.8
18000000;6.7
18000000;5.3
18000000;7.2
18000000;8.3
18000000;7.1
18000000;5.4
18000000;7.3
18000000;6.2
18000000;6.1
18000000;6.7
18000000;6.3
18000000;7.8
18000000;5.6
18000000;5.0
18000000;6.7
18000000;5.3
18000000;6.5
18000000;5.7
18000000;7.1
18000000;6.4
18000000;8.8
18000000;2.5
18000000;7.1
18000000;8.3
18000000;3.7
18000000;5.8
18000000;6.8
18000000;7.6
18000000;6.1
18000000;7.4
18000000;4.4
18000000;7.3
18000000;6.7
18000000;7.2
18000000;5.1
18000000;5.5
18000000;5.2
18000000;4.6
18000000;6.1
18000000;6.1
18500000;7.7
18500000;5.4
18500000;6.4
18500000;8.4
19000000;3.4
19000000;6.3
19000000;7.7
19000000;7.5
19000000;3.6
19000000;8.6
19000000;7.3
19000000;8.4
19000000;5.7
19000000;5.5
19000000;5.9
19000000;6.1
19000000;6.5
19000000;6.4
19000000;8.5
19000000;6.1
19000000;6.8
19000000;8.6
19000000;6.8
19000000;5.6
19000000;6.3
19000000;6.0
19000000;6.1
19400000;7.5
19400870;7.7
19430000;6.7
19500000;6.2
19800000;6.6
19800000;7.3
19900000;7.0
20000000;4.8
20000000;4.9
20000000;6.7
20000000;2.3
20000000;3.5
20000000;3.5
20000000;5.4
20000000;5.9
20000000;6.4
20000000;7.4
20000000;5.3
20000000;5.7
20000000;7.6
20000000;6.7
20000000;4.9
20000000;7.5
20000000;6.0
20000000;4.5
20000000;7.1
20000000;6.7
20000000;7.3
20000000;4.8
20000000;6.8
20000000;5.9
20000000;7.5
20000000;7.6
20000000;7.7
20000000;6.6
20000000;7.0
20000000;7.4
20000000;5.8
20000000;6.8
20000000;4.3
20000000;5.8
20000000;5.8
20000000;6.9
20000000;5.8
20000000;6.9
20000000;7.0
20000000;7.8
20000000;2.8
20000000;8.1
20000000;7.5
20000000;8.1
20000000;7.6
20000000;6.6
20000000;6.3
20000000;5.5
20000000;6.2
20000000;7.0
20000000;6.7
20000000;6.3
20000000;5.0
20000000;7.0
20000000;2.8
20000000;5.4
20000000;4.5
20000000;6.7
20000000;6.6
20000000;7.1
20000000;7.5
20000000;6.3
20000000;6.4
20000000;7.2
20000000;3.9
20000000;5.6
20000000;6.4
20000000;5.8
20000000;6.4
20000000;3.7
20000000;5.8
20000000;5.7
20000000;4.4
20000000;7.9
20000000;7.6
20000000;2.7
20000000;5.5
20000000;7.6
20000000;5.8
20000000;6.4
20000000;5.8
20000000;5.3
20000000;6.3
20000000;6.6
20000000;5.6
20000000;5.3
20000000;6.0
20000000;6.7
20000000;6.1
20000000;6.8
20000000;7.0
20000000;6.7
20000000;6.4
20000000;6.9
20000000;6.4
20000000;5.4
20000000;5.9
20000000;4.5
20000000;6.4
20000000;6.2
20000000;5.9
20000000;8.3
20000000;7.0
20000000;1.9
20000000;2.3
20000000;3.5
20000000;5.2
20000000;6.7
20000000;6.1
20000000;7.0
20000000;6.6
20000000;6.1
20000000;7.2
20000000;7.0
20000000;6.2
20000000;7.2
20000000;6.7
20000000;6.9
20000000;6.2
20000000;6.2
20000000;6.3
20000000;7.1
20000000;4.7
20000000;5.7
20000000;7.5
20000000;6.9
20000000;4.1
20000000;5.9
20000000;5.0
20000000;6.2
20000000;6.3
20000000;6.6
20000000;6.5
20000000;6.9
20000000;6.1
20000000;7.3
20000000;6.8
20000000;5.9
20000000;6.5
20000000;5.3
20000000;7.1
20000000;6.1
20000000;5.0
20000000;5.8
20000000;6.6
20000000;6.1
20000000;6.2
20000000;6.3
20000000;6.8
20000000;5.6
20000000;6.1
20000000;7.0
20000000;4.9
20000000;7.5
20000000;5.1
20000000;6.7
20000000;5.6
20000000;6.5
20000000;6.7
20000000;7.0
20000000;4.7
20000000;6.2
20000000;7.0
20000000;7.0
21000000;4.8
21000000;7.6
21000000;7.5
21000000;6.1
21000000;6.7
21000000;7.2
21000000;6.6
21000000;7.8
21000000;7.8
21000000;6.7
21000000;5.8
21000000;7.5
21000000;6.3
21000000;6.9
21000000;6.5
21000000;5.9
21000000;6.8
21000000;4.6
21150000;4.8
21500000;6.5
21500000;7.2
22000000;4.6
22000000;6.9
22000000;6.7
22000000;7.3
22000000;7.6
22000000;6.6
22000000;6.4
22000000;6.4
22000000;5.7
22000000;8.9
22000000;8.1
22000000;5.6
22000000;5.3
22000000;6.4
22000000;5.5
22000000;7.4
22000000;5.9
22000000;3.8
22000000;7.4
22000000;6.3
22000000;5.8
22000000;2.1
22000000;4.8
22000000;6.2
22000000;6.7
22000000;6.8
22000000;6.1
22000000;7.0
22000000;5.8
22000000;7.0
22000000;6.6
22000000;6.6
22000000;6.5
22000000;4.1
22000000;5.8
22000000;6.3
22000000;5.4
22000000;6.8
22000000;6.1
22000000;5.6
22000000;6.2
22000000;5.9
22700000;7.1
23000000;6.8
23000000;5.6
23000000;7.2
23000000;6.1
23000000;6.7
23000000;6.2
23000000;7.6
23000000;7.8
23000000;6.9
23000000;6.7
23000000;6.1
23000000;6.1
23000000;6.1
23000000;7.2
23000000;6.2
23000000;7.1
23000000;6.3
23000000;6.2
23000000;7.1
23000000;8.0
23000000;6.5
23000000;7.5
23000000;7.5
23000000;5.1
23000000;6.2
23000000;6.7
23000000;6.6
23000000;5.8
23000000;2.8
23500000;3.9
23600000;7.7
24000000;7.2
24000000;6.7
24000000;6.3
24000000;7.3
24000000;3.9
24000000;7.6
24000000;8.2
24000000;5.5
24000000;5.9
24000000;5.2
24000000;6.1
24000000;4.6
24000000;5.7
24000000;6.9
24000000;6.6
24000000;5.6
24000000;4.9
24000000;5.1
24000000;4.1
24000000;6.2
24000000;2.0
24000000;7.2
24000000;5.3
24000000;5.4
24000000;5.3
24000000;6.5
24000000;6.4
24000000;6.3
24000000;5.9
25000000;5.8
25000000;6.6
25000000;2.9
25000000;1.9
25000000;6.7
25000000;5.1
25000000;5.1
25000000;8.1
25000000;5.7
25000000;8.0
25000000;8.1
25000000;4.7
25000000;8.7
25000000;8.3
25000000;8.1
25000000;9.3
25000000;7.3
25000000;5.6
25000000;7.3
25000000;6.7
25000000;7.3
25000000;7.2
25000000;6.8
25000000;7.1
25000000;6.5
25000000;6.1
25000000;7.5
25000000;6.1
25000000;7.8
25000000;6.3
25000000;5.2
25000000;6.6
25000000;6.6
25000000;5.2
25000000;7.3
25000000;4.8
25000000;5.4
25000000;7.5
25000000;7.0
25000000;5.8
25000000;2.9
25000000;6.8
25000000;5.7
25000000;3.3
25000000;3.5
25000000;5.6
25000000;5.3
25000000;6.7
25000000;5.9
25000000;6.8
25000000;7.4
25000000;7.2
25000000;5.3
25000000;7.2
25000000;6.9
25000000;6.1
25000000;6.2
25000000;7.3
25000000;6.2
25000000;6.5
25000000;6.6
25000000;5.5
25000000;5.6
25000000;7.6
25000000;5.3
25000000;6.8
25000000;4.7
25000000;6.8
25000000;6.2
25000000;4.9
25000000;6.2
25000000;7.0
25000000;5.3
25000000;5.5
25000000;7.6
25000000;6.9
25000000;7.0
25000000;6.0
25000000;6.5
25000000;5.2
25000000;7.3
25000000;7.0
25000000;6.9
25000000;6.8
25000000;7.1
25000000;8.2
25000000;7.9
25000000;7.2
25000000;5.7
25000000;7.9
25000000;7.7
25000000;7.3
25000000;6.5
25000000;6.0
25000000;7.2
25000000;8.0
25000000;4.8
25000000;6.6
25000000;7.9
25000000;7.9
25000000;8.1
25000000;6.1
25000000;6.8
25000000;6.5
25000000;6.1
25000000;6.6
25000000;4.6
25000000;6.0
25000000;6.4
25000000;5.6
25000000;6.3
25000000;7.3
25000000;4.8
25000000;5.4
25000000;4.0
25000000;6.1
25000000;4.9
25000000;6.4
25000000;5.8
25000000;4.1
25000000;6.6
25000000;6.5
25000000;5.3
25000000;4.1
25000000;5.1
25000000;7.3
25000000;4.8
25000000;6.0
25100000;6.4
25500000;6.5
25530000;5.2
26000000;6.2
26000000;7.2
26000000;5.2
26000000;6.0
26000000;6.5
26000000;6.4
26000000;7.7
26000000;6.9
26000000;5.2
26000000;6.3
26000000;7.8
26000000;6.9
26000000;4.3
26000000;6.1
26000000;7.1
26000000;7.0
26000000;6.5
26000000;5.2
26000000;6.8
26000000;4.0
26000000;6.7
26000000;6.7
26000000;5.1
26000000;7.6
26000000;5.8
26000000;4.5
26000000;4.3
26000000;7.3
26000000;7.4
26000000;6.6
26000000;6.5
26000000;6.2
26000000;5.2
26000000;7.1
26000000;6.4
26000000;6.5
26000000;5.4
26000000;5.0
26000000;7.1
26000000;7.4
27000000;7.2
27000000;7.0
27000000;6.0
27000000;5.0
27000000;6.8
27000000;6.0
27000000;7.4
27000000;7.9
27000000;5.6
27000000;7.9
27000000;3.9
27000000;7.3
27000000;6.5
27000000;6.6
27000000;3.6
27000000;6.9
27000000;6.6
27000000;5.8
27000000;6.6
27000000;7.8
27000000;7.7
27000000;6.2
27000000;5.9
27000000;6.7
27000000;6.4
27000000;5.7
27000000;7.8
27220000;6.4
27500000;6.6
27500000;6.8
27800000;5.4
28000000;7.6
28000000;6.9
28000000;6.9
28000000;6.6
28000000;6.1
28000000;6.6
28000000;6.9
28000000;6.1
28000000;6.2
28000000;5.4
28000000;6.7
28000000;5.4
28000000;7.2
28000000;7.8
28000000;7.9
28000000;5.9
28000000;7.9
28000000;8.0
28000000;6.6
28000000;6.9
28000000;6.3
28000000;7.8
28000000;5.3
28000000;5.8
28000000;4.9
28000000;7.5
28000000;6.7
28000000;8.2
28000000;6.8
28000000;6.7
28000000;4.9
28000000;8.2
28000000;6.2
28000000;4.8
28000000;5.7
28000000;6.3
28000000;6.5
28000000;6.2
28000000;6.4
29000000;5.3
29000000;5.8
29000000;7.5
29000000;6.2
29000000;6.5
29000000;7.9
29000000;5.3
29000000;7.1
29000000;7.7
29000000;7.1
29000000;7.1
29000000;6.4
29500000;5.3
30000000;8.1
30000000;5.9
30000000;6.4
30000000;6.3
30000000;2.7
30000000;7.7
30000000;7.2
30000000;4.4
30000000;5.1
30000000;6.7
30000000;6.4
30000000;7.2
30000000;7.2
30000000;7.6
30000000;7.0
30000000;7.0
30000000;8.4
30000000;6.8
30000000;7.4
30000000;7.1
30000000;7.2
30000000;6.8
30000000;7.6
30000000;4.8
30000000;6.9
30000000;7.3
30000000;6.8
30000000;5.3
30000000;8.3
30000000;7.0
30000000;5.4
30000000;4.1
30000000;7.1
30000000;5.3
30000000;5.9
30000000;5.4
30000000;6.4
30000000;5.9
30000000;5.3
30000000;6.7
30000000;6.9
30000000;6.7
30000000;7.5
30000000;7.3
30000000;6.3
30000000;4.8
30000000;5.9
30000000;7.2
30000000;6.8
30000000;6.1
30000000;4.2
30000000;6.1
30000000;6.6
30000000;6.3
30000000;7.2
30000000;6.0
30000000;5.9
30000000;5.4
30000000;7.1
30000000;6.5
30000000;6.2
30000000;6.1
30000000;6.8
30000000;6.2
30000000;6.7
30000000;5.6
30000000;6.7
30000000;7.0
30000000;5.7
30000000;6.4
30000000;7.0
30000000;7.1
30000000;6.6
30000000;5.2
30000000;7.5
30000000;5.1
30000000;4.1
30000000;6.5
30000000;6.0
30000000;7.2
30000000;6.2
30000000;7.8
30000000;8.1
30000000;5.1
30000000;7.5
30000000;5.6
30000000;6.9
30000000;5.5
30000000;5.6
30000000;8.0
30000000;6.9
30000000;6.7
30000000;6.6
30000000;5.9
30000000;4.9
30000000;6.5
30000000;6.0
30000000;7.6
30000000;8.0
30000000;7.4
30000000;6.3
30000000;6.6
30000000;7.6
30000000;6.6
30000000;7.0
30000000;7.6
30000000;6.8
30000000;3.7
30000000;7.1
30000000;7.1
30000000;5.5
30000000;6.2
30000000;5.9
30000000;4.4
30000000;6.1
30000000;5.9
30000000;6.7
30000000;5.1
30000000;7.0
30000000;5.5
30000000;5.6
30000000;6.1
30000000;6.5
30000000;5.6
30000000;6.7
30000000;7.3
30000000;7.2
30000000;6.9
30000000;5.8
30000000;5.9
30000000;5.8
30000000;7.0
30000000;5.8
30000000;7.0
30000000;6.0
30000000;6.9
30000000;7.1
30250000;6.9
30300000;7.6
31000000;6.1
31000000;6.5
31000000;7.9
31000000;7.9
31000000;6.9
31000000;7.2
31000000;6.3
31000000;7.3
31000000;6.3
31000000;7.3
31000000;6.8
31115000;7.0
31500000;6.3
32000000;4.4
32000000;7.1
32000000;7.2
32000000;6.9
32000000;6.7
32000000;7.0
32000000;6.7
32000000;6.6
32000000;6.9
32000000;7.6
32000000;5.7
32000000;6.3
32000000;4.6
32000000;6.4
32000000;5.7
32000000;6.9
32000000;6.5
32000000;6.6
32000000;7.5
32000000;7.1
32000000;6.4
32000000;7.5
32000000;6.3
32000000;6.3
32000000;6.1
32500000;6.8
32500000;8.4
33000000;5.5
33000000;6.6
33000000;5.5
33000000;8.2
33000000;7.1
33000000;7.7
33000000;6.5
33000000;6.9
33000000;6.7
33000000;5.6
33000000;6.8
33000000;6.3
33000000;5.5
33000000;5.6
33000000;5.3
33000000;6.5
33000000;8.6
33000000;5.6
34000000;8.1
34000000;7.7
34000000;6.3
34000000;6.1
34000000;7.1
34000000;5.6
34000000;6.3
34000000;4.9
34000000;5.7
34000000;6.8
34000000;5.2
34000000;5.3
34000000;6.3
34000000;5.3
34200000;6.4
35000000;7.6
35000000;6.4
35000000;6.1
35000000;5.7
35000000;7.8
35000000;6.3
35000000;6.0
35000000;6.2
35000000;5.4
35000000;5.6
35000000;6.9
35000000;5.7
35000000;5.1
35000000;7.2
35000000;7.8
35000000;6.6
35000000;6.6
35000000;6.8
35000000;6.9
35000000;8.0
35000000;7.3
35000000;7.7
35000000;5.4
35000000;5.4
35000000;3.8
35000000;5.4
35000000;5.0
35000000;6.1
35000000;4.6
35000000;7.1
35000000;5.2
35000000;5.0
35000000;5.5
35000000;7.5
35000000;6.7
35000000;7.1
35000000;5.8
35000000;4.0
35000000;6.2
35000000;7.3
35000000;6.7
35000000;6.2
35000000;6.8
35000000;6.3
35000000;5.9
35000000;6.6
35000000;5.3
35000000;5.3
35000000;5.9
35000000;6.2
35000000;6.3
35000000;7.3
35000000;6.9
35000000;7.5
35000000;6.9
35000000;5.2
35000000;5.2
35000000;5.3
35000000;7.5
35000000;6.1
35000000;7.1
35000000;7.1
35000000;5.4
35000000;6.4
35000000;6.2
35000000;6.2
35000000;6.6
35000000;4.2
35000000;7.3
35000000;4.6
35000000;7.7
35000000;7.2
35000000;6.9
35000000;7.1
35000000;5.7
35000000;5.1
35000000;6.5
35000000;6.8
35000000;7.7
35000000;6.6
35000000;6.7
35000000;7.3
35000000;6.8
35000000;8.3
35000000;5.8
35000000;6.6
35000000;6.2
35000000;5.4
35000000;3.8
35000000;6.8
35000000;6.2
35000000;5.1
35000000;5.0
35000000;4.5
35000000;6.2
35000000;6.5
35000000;6.2
35000000;5.5
35000000;4.8
35000000;5.7
35000000;6.0
35000000;7.4
35000000;6.4
35000000;6.3
35000000;5.5
35000000;3.6
35000000;7.4
35000000;7.3
35000000;5.7
35200000;5.4
36000000;6.4
36000000;7.2
36000000;6.7
36000000;7.2
36000000;5.9
36000000;5.3
36000000;6.4
36000000;4.7
36000000;7.0
36000000;6.9
36000000;6.2
36000000;6.1
36000000;6.8
36000000;7.8
37000000;5.6
37000000;7.0
37000000;5.4
37000000;7.0
37000000;8.0
37000000;6.9
37000000;6.0
37000000;5.2
37000000;5.4
37000000;6.2
37000000;6.1
37000000;5.2
37000000;5.4
37000000;4.5
37000000;6.4
37000000;7.6
37000000;6.0
38000000;5.5
38000000;6.6
38000000;6.8
38000000;7.2
38000000;6.1
38000000;6.5
38000000;6.9
38000000;5.6
38000000;4.8
38000000;6.1
38000000;6.0
38000000;7.6
38000000;4.1
38000000;5.1
38000000;7.6
38000000;8.1
38000000;6.7
38000000;6.7
38000000;6.7
38000000;5.6
38000000;6.7
38000000;6.1
38000000;6.4
38000000;5.2
38000000;5.1
38600000;6.5
39000000;5.7
39000000;7.1
39000000;7.0
39000000;4.9
39000000;5.3
39200000;7.0
40000000;5.4
40000000;5.9
40000000;5.1
40000000;5.3
40000000;5.8
40000000;4.8
40000000;6.0
40000000;4.6
40000000;4.0
40000000;7.8
40000000;7.3
40000000;7.7
40000000;5.8
40000000;7.2
40000000;5.7
40000000;6.1
40000000;6.3
40000000;5.9
40000000;5.8
40000000;7.3
40000000;5.2
40000000;7.8
40000000;6.4
40000000;4.9
40000000;5.2
40000000;5.2
40000000;5.9
40000000;7.7
40000000;5.0
40000000;6.9
40000000;6.2
40000000;6.3
40000000;5.5
40000000;6.2
40000000;6.9
40000000;6.8
40000000;5.9
40000000;5.7
40000000;6.5
40000000;5.5
40000000;5.4
40000000;6.7
40000000;4.1
40000000;6.4
40000000;7.5
40000000;7.0
40000000;7.1
40000000;5.9
40000000;6.0
40000000;5.9
40000000;6.8
40000000;5.8
40000000;6.0
40000000;5.5
40000000;5.8
40000000;6.5
40000000;7.0
40000000;4.7
40000000;6.7
40000000;6.4
40000000;5.8
40000000;6.5
40000000;4.4
40000000;5.7
40000000;7.4
40000000;5.9
40000000;6.6
40000000;7.8
40000000;6.1
40000000;5.9
40000000;7.0
40000000;5.8
40000000;7.2
40000000;7.5
40000000;6.4
40000000;7.3
40000000;5.7
40000000;7.4
40000000;6.4
40000000;4.3
40000000;5.9
40000000;5.4
40000000;6.5
40000000;6.0
40000000;6.6
40000000;5.3
40000000;8.1
40000000;6.4
40000000;7.4
40000000;7.8
40000000;7.3
40000000;8.1
40000000;6.6
40000000;8.0
40000000;7.6
40000000;7.3
40000000;8.5
40000000;7.8
40000000;6.4
40000000;6.6
40000000;7.1
40000000;5.8
40000000;4.7
40000000;6.5
40000000;5.7
40000000;5.1
40000000;4.4
40000000;5.7
40000000;6.4
40000000;6.2
40000000;5.9
40000000;5.1
40000000;5.9
40000000;5.9
40000000;6.0
40000000;6.2
40000000;4.5
40000000;5.8
40000000;5.1
40000000;8.0
40000000;6.7
40000000;7.6
40000000;5.5
40000000;6.0
41000000;6.2
41000000;5.2
41000000;7.0
42000000;5.8
42000000;7.2
42000000;6.3
42000000;5.8
42000000;7.0
42000000;5.9
42000000;6.5
42000000;4.0
42000000;6.5
42000000;5.9
42000000;6.8
42000000;6.3
42000000;5.4
42000000;6.1
42000000;6.6
42000000;3.3
42000000;6.0
43000000;6.6
43000000;7.3
43000000;6.0
43000000;5.1
43000000;4.8
43000000;6.5
44000000;6.6
44000000;6.5
44000000;2.4
44000000;7.8
44000000;7.5
44000000;5.6
44500000;7.7
45000000;5.2
45000000;5.1
45000000;4.6
45000000;5.0
45000000;6.3
45000000;5.5
45000000;7.4
45000000;6.4
45000000;4.6
45000000;7.0
45000000;4.8
45000000;5.9
45000000;4.9
45000000;7.1
45000000;8.5
45000000;7.1
45000000;6.4
45000000;7.2
45000000;6.8
45000000;6.2
45000000;5.6
45000000;7.7
45000000;7.4
45000000;7.0
45000000;6.4
45000000;7.4
45000000;5.8
45000000;7.3
45000000;6.0
45000000;5.4
45000000;6.0
45000000;6.3
45000000;5.6
45000000;6.1
45000000;6.4
45000000;7.6
45000000;6.2
45000000;7.6
45000000;6.3
45000000;6.5
45000000;6.7
45000000;6.9
45000000;7.7
45000000;6.5
45000000;4.6
45000000;5.4
45000000;6.3
45000000;6.3
45000000;6.5
45000000;5.3
45000000;6.8
45000000;7.2
45000000;4.9
45000000;7.0
45000000;7.6
45000000;6.9
45000000;2.7
45000000;6.4
46000000;6.3
46000000;5.9
46000000;7.2
46000000;8.1
47000000;4.5
47000000;6.0
47000000;5.8
48000000;6.4
48000000;5.5
48000000;6.4
48000000;8.3
48000000;6.1
48000000;6.9
48000000;6.4
48000000;6.0
48000000;5.7
48000000;7.4
48000000;5.0
48000000;7.6
48000000;6.7
48000000;6.8
48000000;6.0
48000000;7.0
48000000;6.8
49000000;5.9
49000000;6.9
49900000;5.6
50000000;5.1
50000000;6.3
50000000;6.2
50000000;6.7
50000000;4.8
50000000;7.1
50000000;6.6
50000000;4.9
50000000;6.9
50000000;6.7
50000000;7.4
50000000;7.3
50000000;6.1
50000000;6.6
50000000;4.2
50000000;5.9
50000000;7.5
50000000;4.4
50000000;6.0
50000000;7.0
50000000;3.5
50000000;6.5
50000000;5.9
50000000;4.8
50000000;7.1
50000000;6.1
50000000;6.3
50000000;6.4
50000000;6.0
50000000;6.6
50000000;7.1
50000000;4.6
50000000;7.7
50000000;6.7
50000000;5.8
50000000;6.4
50000000;5.6
50000000;7.4
50000000;7.3
50000000;6.0
50000000;5.9
50000000;5.1
50000000;6.1
50000000;6.6
50000000;6.4
50000000;5.0
50000000;5.6
50000000;6.8
50000000;7.0
50000000;7.3
50000000;7.6
50000000;4.7
50000000;6.5
50000000;6.5
50000000;5.1
50000000;6.7
50000000;6.0
50000000;5.6
50000000;5.6
50000000;7.4
50000000;7.1
50000000;7.1
50000000;6.2
50000000;6.6
50000000;7.0
50000000;6.3
50000000;6.7
50000000;7.0
50000000;5.8
50000000;6.7
50000000;7.8
50000000;7.3
50000000;5.8
50000000;5.9
50000000;6.5
50000000;4.4
50000000;6.6
50000000;6.1
50000000;6.3
50000000;6.2
50000000;6.5
50000000;6.4
50000000;6.5
50000000;5.7
50000000;7.5
50000000;6.6
50000000;5.8
50000000;6.2
50000000;6.0
50000000;5.1
50000000;5.8
50000000;5.5
50000000;6.4
50000000;6.8
50000000;7.6
50000000;7.0
50000000;6.9
50000000;6.1
50100000;6.6
50200000;7.1
51000000;6.5
51000000;5.6
51000000;4.2
52000000;8.0
52000000;7.4
52000000;8.2
52000000;7.3
52000000;6.4
52000000;5.5
52000000;5.8
52000000;6.3
52000000;5.7
52000000;4.2
52000000;6.6
52000000;6.5
52000000;6.6
52500000;7.6
53000000;7.0
53000000;5.7
53000000;5.5
53000000;7.6
54000000;7.6
54000000;5.6
54000000;2.4
54000000;5.6
54000000;6.8
54000000;6.7
54000000;8.2
55000000;7.0
55000000;6.4
55000000;5.8
55000000;6.1
55000000;8.8
55000000;8.0
55000000;7.4
55000000;5.9
55000000;6.7
55000000;6.0
55000000;6.6
55000000;7.2
55000000;5.6
55000000;6.4
55000000;5.9
55000000;6.3
55000000;6.6
55000000;5.4
55000000;6.3
55000000;5.1
55000000;6.7
55000000;6.4
55000000;7.7
55000000;6.1
55000000;7.3
55000000;6.5
55000000;6.8
55000000;5.8
55000000;5.9
55000000;5.9
55000000;7.1
55000000;6.5
55000000;7.9
55000000;6.3
55000000;7.2
55000000;6.2
55000000;6.0
55000000;6.3
55000000;6.4
55000000;7.3
55000000;6.8
55000000;6.0
55000000;6.5
55000000;7.8
55000000;5.8
55000000;5.3
55000000;5.7
55000000;6.2
55000000;5.5
55000000;6.0
55000000;6.4
55000000;6.8
56000000;6.2
56000000;5.7
56000000;5.5
57000000;6.4
57000000;6.2
57000000;6.4
57000000;4.2
57000000;7.5
57000000;4.3
58000000;6.3
58000000;8.2
58000000;6.3
58000000;6.4
58000000;6.4
58000000;6.5
58000000;6.7
58000000;4.7
58000000;8.1
58000000;6.0
58000000;6.4
58000000;7.2
58000000;7.1
59000000;7.6
59660000;7.1
60000000;5.5
60000000;4.9
60000000;4.4
60000000;6.1
60000000;5.9
60000000;7.3
60000000;6.5
60000000;6.6
60000000;4.9
60000000;4.7
60000000;7.1
60000000;5.5
60000000;5.4
60000000;5.4
60000000;5.2
60000000;6.7
60000000;5.5
60000000;6.1
60000000;5.2
60000000;7.7
60000000;7.0
60000000;6.1
60000000;6.8
60000000;7.8
60000000;6.1
60000000;7.9
60000000;5.6
60000000;7.6
60000000;7.3
60000000;6.7
60000000;7.9
60000000;5.2
60000000;8.5
60000000;7.5
60000000;6.1
60000000;5.7
60000000;6.7
60000000;6.1
60000000;6.3
60000000;6.7
60000000;6.2
60000000;6.0
60000000;5.5
60000000;6.2
60000000;5.5
60000000;5.9
60000000;6.2
60000000;5.2
